month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min
1,23,10,15,3.31,0.00,405.64,2.680,,20.68,262.20,30.62,45.73,25.91,48.76,'1_23_10_15'
1,23,10,30,3.25,0.00,433.21,2.679,,20.67,262.40,30.59,3.07,25.68,48.47,'1_23_10_30'
1,23,10,45,3.18,0.00,413.74,2.679,,20.63,260.07,30.74,11.07,26.35,48.56,'1_23_10_45'
1,23,11,0,3.12,0.00,298.65,2.678,,20.69,250.33,31.54,126.13,26.66,49.77,'1_23_11_0'
1,23,11,15,3.07,0.00,266.49,2.679,,20.63,249.27,31.61,125.13,27.09,49.78,'1_23_11_15'
1,23,11,30,3.02,0.00,256.39,2.679,,20.61,249.27,31.57,125.20,27.35,49.77,'1_23_11_30'
1,23,11,45,2.98,0.00,246.20,2.680,,20.65,247.87,31.66,124.07,27.00,49.71,'1_23_11_45'
1,23,12,0,2.94,0.00,234.22,2.679,,20.69,250.67,31.50,123.33,27.48,49.79,'1_23_12_0'
1,23,12,15,2.89,0.00,218.61,2.679,,20.56,248.73,31.60,122.27,26.94,49.82,'1_23_12_15'
1,23,12,30,2.85,0.00,216.63,2.679,,20.67,249.47,31.53,98.20,27.51,49.69,'1_23_12_30'
1,23,12,45,2.82,0.00,302.61,2.678,,20.67,253.60,31.24,3.27,27.21,49.03,'1_23_12_45'
1,23,13,0,2.77,0.00,318.91,2.680,,20.69,256.33,30.99,3.13,26.61,48.79,'1_23_13_0'
1,23,13,15,2.71,0.00,273.72,2.679,,20.67,250.67,31.22,3.33,28.07,49.11,'1_23_13_15'
1,23,13,30,2.67,0.00,288.73,2.677,,20.70,242.33,31.27,3.07,27.76,49.01,'1_23_13_30'
1,23,13,45,2.62,0.00,237.41,2.679,,20.71,243.93,31.14,33.27,27.46,49.16,'1_23_13_45'
1,23,14,0,2.58,0.00,163.77,2.679,,20.69,237.13,31.68,125.33,27.43,49.95,'1_23_14_0'
1,23,14,15,2.55,0.00,150.13,2.679,,20.67,238.27,31.59,124.00,27.52,49.81,'1_23_14_15'
1,23,14,30,2.52,0.00,122.33,2.680,,20.67,236.33,31.76,124.27,28.23,49.91,'1_23_14_30'
1,23,14,45,2.50,0.00,100.15,2.679,,20.50,238.53,31.61,123.87,28.80,49.81,'1_23_14_45'
1,23,15,0,2.47,0.00,90.08,2.679,,20.73,235.60,31.82,123.33,28.07,50.04,'1_23_15_0'
1,23,15,15,2.46,0.00,88.20,2.679,,20.67,236.87,31.73,122.20,28.24,50.13,'1_23_15_15'
1,23,15,30,2.44,0.00,67.89,2.679,,20.59,234.87,31.88,123.13,27.86,50.04,'1_23_15_30'
1,23,15,45,2.42,0.00,31.23,2.678,,20.59,234.33,31.95,120.27,28.95,50.32,'1_23_15_45'
1,23,16,0,2.41,0.05,39.21,2.679,,20.83,235.60,31.82,122.87,28.86,50.10,'1_23_16_0'
1,23,16,15,2.40,0.00,51.50,2.676,,20.74,238.60,31.63,122.47,29.17,50.02,'1_23_16_15'
1,23,16,30,2.38,0.00,65.92,2.680,,20.78,238.07,31.68,123.47,27.87,50.03,'1_23_16_30'
1,23,16,45,2.37,0.00,71.38,2.678,,20.63,238.40,31.67,122.20,28.62,49.93,'1_23_16_45'
1,23,17,0,2.35,1.64,39.10,2.678,,20.69,239.53,31.63,170.40,28.56,50.12,'1_23_17_0'
1,23,17,15,2.34,6.70,40.94,2.678,163.90,20.63,236.20,31.85,214.47,27.56,50.56,'1_23_17_15'
1,23,17,30,2.33,125.15,0.00,2.679,179.36,20.67,233.93,32.06,378.33,28.46,52.09,'1_23_17_30'
1,23,17,45,2.34,108.63,0.00,2.680,185.87,20.68,232.93,32.14,377.53,27.83,52.11,'1_23_17_45'
1,23,18,0,2.35,103.06,0.00,2.679,175.35,20.61,237.00,31.93,377.00,27.62,51.81,'1_23_18_0'
1,23,18,15,2.36,113.91,0.00,2.679,173.82,20.60,262.67,31.95,377.53,27.98,51.82,'1_23_18_15'
1,23,18,30,2.38,137.55,0.00,2.679,185.21,20.59,263.40,32.01,376.20,28.53,51.98,'1_23_18_30'
1,23,18,45,2.39,141.82,0.00,2.678,184.94,20.19,269.27,32.29,375.27,28.43,52.25,'1_23_18_45'
1,23,19,0,2.40,134.78,0.00,2.679,172.36,20.18,270.47,32.18,376.67,27.53,51.99,'1_23_19_0'
1,23,19,15,2.41,122.30,0.00,2.679,173.82,20.04,266.93,32.17,375.40,27.83,52.09,'1_23_19_15'
1,23,19,30,2.43,99.96,0.00,2.678,202.88,20.07,268.47,31.86,376.93,29.21,51.65,'1_23_19_30'
1,23,19,45,2.44,108.26,0.00,2.679,192.76,20.14,269.13,32.01,376.00,28.05,51.88,'1_23_19_45'
1,23,20,0,2.45,96.21,0.00,2.679,181.21,20.22,257.27,32.15,374.93,27.44,52.10,'1_23_20_0'
1,23,20,15,2.45,118.26,0.00,2.680,166.76,20.13,258.47,32.03,375.20,27.82,52.16,'1_23_20_15'
1,23,20,30,2.46,137.97,0.00,2.679,170.40,20.20,257.93,32.07,376.87,28.13,51.88,'1_23_20_30'
1,23,20,45,2.48,149.36,0.00,2.679,162.35,20.51,252.13,32.46,375.13,28.01,52.21,'1_23_20_45'
1,23,21,0,2.49,179.83,0.00,2.678,168.79,20.31,255.60,32.26,373.53,28.54,52.25,'1_23_21_0'
1,23,21,15,2.51,219.33,0.00,2.678,157.59,20.29,249.07,32.69,374.40,28.76,52.41,'1_23_21_15'
1,23,21,30,2.54,250.58,0.00,2.679,137.66,20.50,248.20,32.76,371.53,29.02,52.70,'1_23_21_30'
1,23,21,45,2.56,257.19,0.00,2.678,144.46,20.48,250.33,32.61,369.87,29.09,52.59,'1_23_21_45'
1,23,22,0,2.59,264.76,0.00,2.679,163.91,20.31,244.93,32.98,369.13,29.54,52.82,'1_23_22_0'
1,23,22,15,2.63,244.02,0.00,2.680,156.27,20.28,249.80,32.69,371.47,29.79,52.55,'1_23_22_15'
1,23,22,30,2.66,297.97,0.00,2.678,149.92,20.31,248.67,32.78,370.07,28.94,52.75,'1_23_22_30'
1,23,22,45,2.69,293.31,0.00,2.679,144.20,20.27,246.27,32.96,369.67,29.95,52.80,'1_23_22_45'
1,23,23,0,2.73,305.81,0.00,2.676,142.17,17.80,243.40,33.13,369.00,29.93,52.92,'1_23_23_0'
1,23,23,15,2.76,318.67,0.00,2.678,146.01,17.63,246.27,32.97,369.60,30.84,52.81,'1_23_23_15'
1,23,23,30,2.80,349.96,0.00,2.677,136.44,17.54,240.20,33.43,364.67,27.03,53.27,'1_23_23_30'
1,23,23,45,2.85,378.67,0.00,2.679,134.13,16.62,240.53,33.52,363.73,23.18,53.37,'1_23_23_45'
1,24,0,0,2.89,389.56,0.00,2.679,155.65,16.49,251.33,33.60,363.00,23.75,53.35,'1_24_0_0'
1,24,0,15,2.94,375.35,0.00,2.677,187.76,16.48,253.20,33.45,362.80,23.96,53.27,'1_24_0_15'
1,24,0,30,2.98,385.75,0.00,2.677,182.84,16.72,267.53,34.02,360.13,24.56,53.70,'1_24_0_30'
1,24,0,45,3.03,384.06,0.00,2.679,172.26,16.64,274.00,34.02,358.67,23.87,53.79,'1_24_0_45'
1,24,1,0,3.09,349.97,0.00,2.679,167.99,16.44,272.27,33.81,362.33,22.94,53.44,'1_24_1_0'
1,24,1,15,3.13,348.29,0.00,2.679,157.13,16.52,271.00,33.90,362.40,23.49,53.55,'1_24_1_15'
1,24,1,30,3.17,388.80,0.00,2.679,153.18,17.62,268.80,34.08,360.53,23.62,53.79,'1_24_1_30'
1,24,1,45,3.22,403.94,0.00,2.679,155.29,17.65,268.47,34.07,359.47,23.01,53.71,'1_24_1_45'
1,24,2,0,3.27,356.43,0.00,2.679,168.18,17.62,261.73,33.97,363.67,22.50,53.61,'1_24_2_0'
1,24,2,15,3.32,349.69,0.00,2.679,164.49,17.82,239.47,33.77,359.87,22.78,53.67,'1_24_2_15'
1,24,2,30,3.36,330.25,0.00,2.678,155.21,17.63,236.87,33.73,363.27,23.34,53.55,'1_24_2_30'
1,24,2,45,3.40,340.81,0.00,2.679,149.85,17.50,236.33,33.80,362.73,22.99,53.58,'1_24_2_45'
1,24,3,0,3.44,331.25,0.00,2.679,172.23,17.61,238.13,33.66,362.20,22.87,53.53,'1_24_3_0'
1,24,3,15,3.48,335.65,0.00,2.679,175.35,17.61,235.73,33.85,360.80,23.18,53.69,'1_24_3_15'
1,24,3,30,3.52,332.03,0.00,2.677,154.42,17.66,235.53,33.88,360.73,23.31,53.65,'1_24_3_30'
1,24,3,45,3.55,342.97,0.00,2.675,156.19,17.60,230.93,34.20,358.33,23.24,53.90,'1_24_3_45'
1,24,4,0,3.59,312.06,0.00,2.677,180.83,17.59,230.00,34.30,360.20,22.39,53.89,'1_24_4_0'
1,24,4,15,3.63,302.85,0.00,2.679,171.55,17.60,232.87,34.05,361.53,23.34,53.66,'1_24_4_15'
1,24,4,30,3.67,325.05,0.00,2.678,166.90,17.59,234.33,34.00,358.60,22.73,53.86,'1_24_4_30'
1,24,4,45,3.71,303.29,0.00,2.679,172.35,17.59,231.47,34.21,331.00,23.14,53.66,'1_24_4_45'
1,24,5,0,3.74,257.00,0.00,2.679,174.43,17.65,236.93,33.79,334.33,23.29,53.27,'1_24_5_0'
1,24,5,15,3.77,179.01,0.00,2.679,167.11,17.57,242.40,33.44,222.33,23.01,52.31,'1_24_5_15'
1,24,5,30,3.79,38.09,8.63,2.679,168.24,17.48,245.87,33.18,147.40,26.10,51.55,'1_24_5_30'
1,24,5,45,3.79,0.00,36.59,2.680,168.34,19.98,242.53,33.32,112.60,29.97,51.61,'1_24_5_45'
1,24,6,0,3.78,0.00,100.74,2.679,184.99,20.65,243.87,32.97,113.27,28.58,51.31,'1_24_6_0'
1,24,6,15,3.76,0.00,165.93,2.679,185.75,20.71,250.67,32.79,118.40,27.99,50.93,'1_24_6_15'
1,24,6,30,3.73,0.00,176.17,2.679,194.23,20.75,245.73,33.15,117.33,28.31,51.15,'1_24_6_30'
1,24,6,45,3.70,0.00,156.10,2.680,180.38,20.71,252.87,32.63,117.20,27.82,50.71,'1_24_6_45'
1,24,7,0,3.67,0.00,198.79,2.679,188.77,20.56,254.93,32.46,102.87,28.32,50.54,'1_24_7_0'
1,24,7,15,3.63,0.00,231.09,2.679,197.42,20.54,259.40,32.11,98.73,27.99,50.34,'1_24_7_15'
1,24,7,30,3.59,0.00,237.13,2.675,205.47,20.52,256.80,32.30,98.87,28.09,50.54,'1_24_7_30'
1,24,7,45,3.56,0.00,200.03,2.676,209.63,20.65,258.20,32.14,96.67,29.05,50.52,'1_24_7_45'
1,24,8,0,3.52,0.00,193.91,2.678,203.26,20.54,256.60,32.31,99.80,28.58,50.35,'1_24_8_0'
1,24,8,15,3.48,0.00,224.97,2.678,215.40,20.33,243.07,31.79,75.80,28.22,50.07,'1_24_8_15'
1,24,8,30,3.44,0.00,338.11,2.677,234.74,20.59,233.27,31.28,3.20,27.54,49.06,'1_24_8_30'
1,24,8,45,3.38,0.00,318.04,2.679,220.15,20.67,232.80,31.31,3.20,28.94,49.10,'1_24_8_45'
1,24,9,0,3.34,0.00,335.31,2.677,205.84,20.60,230.80,31.47,3.40,27.82,49.22,'1_24_9_0'
1,24,9,15,3.28,0.00,343.26,2.677,220.65,20.66,238.93,30.93,3.53,27.76,49.04,'1_24_9_15'
1,24,9,30,3.23,0.00,333.03,2.676,223.80,20.63,233.27,31.30,3.33,28.51,49.28,'1_24_9_30'
1,24,9,45,3.17,0.00,361.53,2.675,202.51,20.65,239.20,30.89,3.27,27.05,48.83,'1_24_9_45'
1,24,10,0,3.11,0.00,307.44,2.673,217.22,20.55,237.00,31.03,75.80,27.86,49.21,'1_24_10_0'
1,24,10,15,3.06,0.00,252.27,2.679,217.95,20.90,228.87,31.62,109.67,26.78,49.94,'1_24_10_15'
1,24,10,30,3.06,0.00,253.90,2.680,214.13,21.02,227.00,31.73,110.00,25.70,50.10,'1_24_10_30'
1,24,10,45,3.06,0.00,228.34,2.678,203.09,20.78,228.00,31.72,107.27,27.45,50.00,'1_24_10_45'
1,24,11,0,,0.00,204.39,2.680,211.12,20.65,225.87,31.88,108.00,28.38,49.83,'1_24_11_0'
1,24,11,15,,0.00,214.89,2.677,205.42,19.74,228.67,31.68,108.67,28.70,49.80,'1_24_11_15'
1,24,11,30,2.83,0.00,193.29,2.649,72.16,19.56,229.60,31.66,107.93,27.67,49.90,'1_24_11_30'
1,24,11,45,2.83,0.00,180.89,2.608,75.39,19.44,229.07,31.71,108.60,28.41,49.87,'1_24_11_45'
1,24,12,0,2.80,0.00,250.87,2.565,43.43,16.31,238.87,30.95,34.73,29.35,48.79,'1_24_12_0'
1,24,12,15,2.76,0.00,322.97,2.505,38.29,18.40,240.93,30.82,39.20,27.64,48.50,'1_24_12_15'
1,24,12,30,2.70,0.00,319.14,2.449,39.05,18.18,244.20,30.57,39.60,27.95,48.17,'1_24_12_30'
1,24,12,45,2.65,0.00,324.89,2.389,40.46,17.61,241.93,30.73,40.67,15.82,48.83,'1_24_12_45'
1,24,13,0,2.60,0.00,303.61,2.322,40.38,17.84,242.93,30.67,41.07,0.45,48.47,'1_24_13_0'
1,24,13,15,2.54,0.00,323.73,2.257,40.24,17.76,243.27,30.61,40.47,0.14,48.48,'1_24_13_15'
1,24,13,30,2.49,0.00,305.83,2.192,39.86,17.80,247.60,30.33,40.67,0.00,48.26,'1_24_13_30'
1,24,13,45,2.44,0.00,288.21,2.130,39.98,17.81,243.73,30.61,40.67,0.00,48.53,'1_24_13_45'
1,24,14,0,2.39,0.00,306.96,2.065,40.44,17.27,242.80,30.65,41.27,0.00,48.44,'1_24_14_0'
1,24,14,15,2.34,0.00,281.15,2.001,40.02,17.73,242.27,30.69,40.40,0.00,48.65,'1_24_14_15'
1,24,14,30,2.29,0.00,255.49,1.940,36.68,18.31,240.60,30.80,37.40,0.00,48.68,'1_24_14_30'
1,24,14,45,2.25,0.00,210.93,1.879,0.20,17.10,237.40,31.05,1.73,0.00,49.27,'1_24_14_45'
1,24,15,0,2.21,0.00,193.77,1.812,0.20,17.20,236.80,31.13,1.67,0.00,49.21,'1_24_15_0'
1,24,15,15,2.18,0.00,160.01,1.739,0.22,16.80,235.93,31.14,1.87,0.00,49.19,'1_24_15_15'
1,24,15,30,2.15,0.00,132.80,1.671,0.23,17.51,231.33,31.52,1.53,0.00,49.31,'1_24_15_30'
1,24,15,45,2.12,0.00,141.45,1.606,0.22,17.63,235.67,31.20,1.53,0.00,49.24,'1_24_15_45'
1,24,16,0,2.10,0.00,164.44,1.541,0.21,17.63,234.13,31.31,1.60,0.00,49.41,'1_24_16_0'
1,24,16,15,2.07,54.50,92.79,1.478,9.38,17.52,228.47,31.71,132.73,0.00,50.55,'1_24_16_15'
1,24,16,30,2.05,173.46,0.00,1.433,177.56,22.58,230.20,31.62,374.60,0.00,51.71,'1_24_16_30'
1,24,16,45,2.07,183.83,0.00,1.430,202.43,22.14,226.47,31.93,379.80,0.00,52.06,'1_24_16_45'
1,24,17,0,2.09,170.04,0.00,1.430,192.97,21.95,227.20,31.88,380.67,0.00,51.93,'1_24_17_0'
1,24,17,15,2.11,180.21,0.00,1.430,189.35,21.67,228.80,31.72,380.40,0.00,52.07,'1_24_17_15'
1,24,17,30,2.13,159.49,0.00,1.430,210.76,21.41,225.93,31.96,380.73,0.00,52.03,'1_24_17_30'
1,24,17,45,2.15,150.80,0.00,1.430,190.19,21.79,230.20,31.69,380.93,0.00,51.84,'1_24_17_45'
