num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,truth
4547,2,17,7,30,2.96,0.00,492.19,2.521,122.10,18.87,243.67,29.56,122.27,25.88,46.88,0
4548,2,17,7,45,2.89,0.00,474.83,2.458,123.34,18.69,240.13,29.85,124.00,25.88,47.09,0
4549,2,17,8,0,2.82,0.00,464.89,2.395,122.61,19.16,240.40,29.81,122.60,27.61,47.23,0
4550,2,17,8,15,2.75,0.00,476.03,2.329,123.13,18.67,241.40,29.73,123.60,25.36,47.01,0
4551,2,17,8,30,2.67,0.00,493.59,2.260,122.65,18.56,238.00,29.65,122.40,26.25,47.04,0
4552,2,17,8,45,2.59,0.00,517.17,2.191,121.43,18.33,225.13,29.12,121.87,25.42,46.09,0
4553,2,17,9,0,2.51,0.00,505.53,2.128,120.99,18.95,224.67,29.13,121.07,24.93,46.39,0
4554,2,17,9,15,2.44,0.00,484.33,2.065,120.42,19.06,223.60,29.22,121.00,25.51,46.33,0
4555,2,17,9,30,2.37,0.00,470.27,1.997,122.06,18.69,221.47,29.39,122.00,24.91,46.69,0
4556,2,17,9,45,2.29,0.00,495.41,1.925,120.89,18.86,224.67,29.13,121.53,24.81,46.34,0
4557,2,17,10,0,2.22,0.00,109.87,1.861,168.94,20.11,209.47,31.54,309.73,5.94,51.30,0
4558,2,17,10,15,2.20,12.11,2.32,1.814,187.75,20.77,212.60,31.67,380.33,0.28,51.80,0
4559,2,17,10,30,2.19,27.78,0.34,1.770,193.28,20.73,211.93,31.72,381.13,0.07,51.78,0
4560,2,17,10,45,2.19,23.97,0.77,1.727,206.22,20.78,212.93,31.65,380.47,0.00,51.58,0
4561,2,17,11,0,2.19,42.73,0.00,1.684,226.98,21.64,209.53,31.86,378.33,0.00,51.82,0
4562,2,17,11,15,2.19,23.97,12.43,1.655,230.37,21.48,213.80,31.62,321.87,0.00,51.13,0
4563,2,17,11,30,2.19,1.49,22.95,1.635,228.33,21.59,209.87,31.91,295.27,0.00,50.93,0
4564,2,17,11,45,2.19,0.00,37.51,1.615,225.12,21.51,216.20,31.50,296.53,0.00,50.64,0
4565,2,17,12,0,2.18,1.15,19.30,1.595,230.86,21.59,213.80,31.61,295.07,0.00,50.86,0
4566,2,17,12,15,2.17,0.00,32.12,1.575,223.09,21.82,214.93,31.59,298.20,0.00,50.81,0
4567,2,17,12,30,2.17,1.88,25.74,1.559,224.12,21.77,213.67,31.66,298.13,0.00,50.77,0
4568,2,17,12,45,2.16,0.00,21.85,1.545,229.38,21.58,213.80,31.65,295.47,0.00,50.84,0
4569,2,17,13,0,2.15,0.00,29.94,1.527,219.39,21.80,213.33,31.69,294.73,0.00,50.93,0
4570,2,17,13,15,2.14,0.00,60.80,1.517,223.57,21.88,212.40,31.73,297.60,0.00,50.93,0
4571,2,17,13,30,2.13,0.00,41.91,1.506,221.09,21.72,215.00,31.60,297.60,0.00,50.84,0
4572,2,17,13,45,2.11,0.00,34.43,1.493,224.94,21.77,219.60,31.29,299.20,0.00,50.58,0
4573,2,17,14,0,2.11,0.00,56.03,1.483,224.46,21.94,216.07,31.52,298.73,0.00,50.79,0
4574,2,17,14,15,2.10,2.46,14.13,1.479,218.86,21.88,214.27,31.65,299.00,0.00,50.73,0
4575,2,17,14,30,2.09,9.11,3.51,1.471,181.98,20.83,214.87,31.62,298.47,0.00,50.94,0
4576,2,17,14,45,2.09,17.40,1.98,1.453,161.15,20.66,217.87,31.43,298.87,0.00,50.81,0
4577,2,17,15,0,2.09,39.20,0.00,1.432,145.53,20.80,216.53,31.55,301.07,0.00,50.82,0
4578,2,17,15,15,2.09,51.46,0.00,1.410,148.79,20.73,215.40,31.61,314.80,0.00,50.93,0
4579,2,17,15,30,2.09,122.59,0.00,1.391,149.89,20.79,222.73,31.62,357.00,0.00,51.50,0
4580,2,17,15,45,2.10,131.41,0.00,1.371,147.59,20.79,225.00,31.87,355.93,0.00,51.59,0
4581,2,17,16,0,2.12,125.10,0.00,1.341,154.33,20.76,226.80,31.72,358.20,0.00,51.52,0
4582,2,17,16,15,2.13,116.85,0.00,1.309,165.92,20.67,224.00,31.96,357.20,0.00,51.53,0
4583,2,17,16,30,2.15,127.17,0.00,1.274,181.45,20.67,227.60,31.71,354.87,0.00,51.57,0
4584,2,17,16,45,2.16,129.72,0.00,1.238,159.10,21.03,225.20,31.86,354.60,0.00,51.65,0
4585,2,17,17,0,2.18,114.19,0.00,1.209,150.90,20.81,226.47,31.83,354.53,0.00,51.72,0
4586,2,17,17,15,2.19,110.33,0.00,1.178,162.71,20.69,226.60,31.82,355.33,0.00,51.63,0
4587,2,17,17,30,2.20,104.90,0.00,1.144,170.68,20.65,227.27,31.80,355.60,0.00,51.51,0
4588,2,17,17,45,2.21,95.81,0.00,1.115,149.80,20.73,226.00,31.88,354.13,0.00,51.58,0
4589,2,17,18,0,2.22,21.89,4.00,1.092,151.59,20.73,229.27,31.63,356.33,0.00,51.41,0
4590,2,17,18,15,2.22,48.18,0.00,1.069,157.01,20.60,226.00,31.85,357.93,0.00,51.47,0
4591,2,17,18,30,2.22,25.85,0.00,1.043,158.91,20.83,225.73,31.88,354.47,0.00,51.62,0
4592,2,17,18,45,2.22,32.85,0.00,1.019,158.50,20.63,228.73,31.67,357.13,0.00,51.47,0
4593,2,17,19,0,2.22,18.32,6.03,0.995,153.56,20.75,224.20,32.01,355.87,0.00,51.58,0
4594,2,17,19,15,2.22,35.59,0.00,0.971,162.37,20.67,223.73,31.84,356.20,0.00,51.47,0
4595,2,17,19,30,2.22,25.71,0.19,0.947,156.73,20.67,224.67,31.84,356.27,0.00,51.56,0
4596,2,17,19,45,2.22,9.45,5.21,0.922,156.73,20.71,228.07,31.74,356.73,0.00,51.49,0
4597,2,17,20,0,2.21,16.88,3.23,0.896,154.01,20.71,227.13,31.80,357.07,0.00,51.53,0
4598,2,17,20,15,2.21,13.66,3.51,0.867,161.02,20.73,230.67,31.55,357.27,0.00,51.45,0
4599,2,17,20,30,2.21,16.15,1.82,0.843,155.37,20.65,228.20,31.73,356.47,0.00,51.48,0
4600,2,17,20,45,2.21,49.14,0.00,0.818,166.06,20.74,226.00,31.90,354.67,0.00,51.61,0
4601,2,17,21,0,2.21,82.81,0.00,0.791,151.72,20.84,226.60,31.86,358.00,0.00,51.50,0
4602,2,17,21,15,2.22,125.29,0.00,0.767,153.92,20.76,223.07,32.10,354.07,0.00,51.82,0
4603,2,17,21,30,2.23,151.89,0.00,0.746,140.37,20.71,223.20,32.08,353.00,0.00,51.74,0
4604,2,17,21,45,2.25,178.14,0.00,0.725,134.58,20.70,220.93,32.22,353.27,0.00,51.85,0
4605,2,17,22,0,2.27,215.81,0.00,0.708,144.91,20.82,218.60,32.40,353.07,0.00,52.12,0
4606,2,17,22,15,2.30,256.12,0.00,0.700,192.00,21.65,219.33,32.59,377.33,0.00,52.41,0
4607,2,17,22,30,2.33,289.95,0.00,0.700,167.12,20.99,227.20,32.72,375.20,0.00,52.62,0
4608,2,17,22,45,2.37,287.12,0.00,0.700,163.70,20.67,225.67,32.83,376.27,0.00,52.70,0
4609,2,17,23,0,2.41,288.29,0.00,0.729,360.58,22.22,227.07,32.75,376.27,0.00,52.63,0
4610,2,17,23,15,2.45,320.63,0.00,0.799,371.28,23.37,223.80,32.95,372.33,0.00,52.82,0
4611,2,17,23,30,2.49,345.00,0.00,0.870,371.66,23.83,220.00,33.35,369.67,0.00,53.20,0
4612,2,17,23,45,2.54,347.37,0.00,0.943,360.51,23.78,241.80,33.22,335.53,0.00,52.74,0
4613,2,18,0,0,2.59,316.98,0.00,1.011,413.24,24.16,242.27,33.37,311.07,0.00,52.63,0
4614,2,18,0,15,2.63,301.93,0.00,1.079,436.51,24.24,245.07,33.16,297.33,0.00,52.28,0
4615,2,18,0,30,2.67,283.67,0.00,1.149,422.21,24.35,246.73,33.03,278.47,0.00,51.95,0
4616,2,18,0,45,2.70,283.93,0.00,1.215,429.74,24.16,246.67,33.03,256.80,0.00,51.90,0
4617,2,18,1,0,2.74,241.95,0.00,1.283,444.80,24.72,247.27,32.95,258.93,0.00,51.78,0
4618,2,18,1,15,2.77,213.89,0.00,1.349,423.58,24.76,243.33,32.67,254.73,0.00,51.52,0
4619,2,18,1,30,2.80,212.38,0.00,1.419,429.16,24.61,235.47,32.93,250.80,0.00,51.57,0
4620,2,18,1,45,2.83,213.50,0.00,1.486,439.96,24.77,235.87,32.86,239.93,0.00,51.37,0
4621,2,18,2,0,2.85,204.91,0.00,1.554,451.00,24.75,236.67,32.80,226.93,0.00,51.41,0
4622,2,18,2,15,2.88,180.03,0.00,1.623,435.77,24.71,238.20,32.72,210.73,0.00,51.28,0
4623,2,18,2,30,2.90,177.52,0.00,1.692,412.02,23.79,236.40,32.84,216.87,0.00,51.39,0
4624,2,18,2,45,2.92,199.40,0.00,1.759,405.71,23.74,237.33,32.76,221.20,0.00,51.48,0
4625,2,18,3,0,2.94,224.39,0.00,1.827,407.06,23.77,234.13,32.98,236.07,0.00,51.69,0
4626,2,18,3,15,2.97,218.57,0.00,1.896,380.44,23.70,235.73,32.73,241.47,0.00,51.63,0
4627,2,18,3,30,2.99,201.25,0.00,1.965,377.12,23.84,230.13,32.96,256.60,0.00,51.66,0
4628,2,18,3,45,3.01,229.99,0.00,2.035,371.21,24.24,229.93,32.98,257.53,0.00,51.82,0
4629,2,18,4,0,3.03,201.74,0.00,2.102,424.66,24.03,232.80,32.80,262.40,0.00,51.74,0
4630,2,18,4,15,3.06,188.85,0.00,2.168,430.31,24.10,229.80,32.99,246.67,0.00,51.67,0
4631,2,18,4,30,3.08,183.31,0.00,2.233,425.76,24.07,229.80,33.01,228.80,0.00,51.54,0
4632,2,18,4,45,3.09,194.16,0.00,2.300,426.38,24.45,234.00,32.71,225.80,0.00,51.54,0
4633,2,18,5,0,3.11,153.25,0.00,2.369,419.07,24.09,227.53,32.93,218.67,0.00,51.42,0
4634,2,18,5,15,3.13,138.07,0.00,2.435,410.29,24.18,221.87,33.03,217.47,0.00,51.56,0
4635,2,18,5,30,3.14,96.01,0.00,2.502,386.52,24.29,225.80,32.78,225.27,0.00,51.56,0
4636,2,18,5,45,3.14,66.07,0.00,2.549,242.43,22.17,225.00,32.69,271.93,0.00,51.67,0
4637,2,18,6,0,3.15,44.37,2.07,2.550,224.80,21.16,220.27,32.80,316.73,0.00,52.10,0
4638,2,18,6,15,3.15,3.76,9.79,2.540,220.09,21.56,226.40,32.70,320.87,0.00,52.06,0
4639,2,18,6,30,3.14,1.01,53.97,2.531,219.57,21.86,227.73,32.61,323.13,17.81,51.81,0
4640,2,18,6,45,3.13,0.00,34.91,2.530,222.55,21.08,227.07,32.69,363.87,26.00,52.28,0
4641,2,18,7,0,3.12,0.00,430.36,2.506,110.75,16.27,243.00,30.08,103.07,26.51,47.79,0
4642,2,18,7,15,3.05,0.00,527.78,2.437,119.12,18.67,235.00,29.46,119.60,28.24,46.38,0
4643,2,18,7,30,2.97,0.00,536.79,2.374,119.83,18.58,223.87,29.39,120.07,24.57,46.67,0
4644,2,18,7,45,2.89,0.00,513.11,2.308,120.47,18.63,222.27,29.41,120.73,27.64,46.66,0
4645,2,18,8,0,2.82,0.00,492.89,2.233,120.04,19.14,220.67,29.55,121.00,25.64,46.91,0
4646,2,18,8,15,2.74,0.00,488.38,2.169,119.64,19.24,222.07,29.46,120.80,25.65,46.75,0
4647,2,18,8,30,2.66,0.00,501.12,2.108,120.09,18.83,224.27,29.30,120.87,26.43,46.69,0
4648,2,18,8,45,2.59,0.00,485.73,2.040,119.16,19.19,223.13,29.40,119.67,25.54,46.75,0
4649,2,18,9,0,2.51,0.00,516.19,1.981,118.51,19.24,229.20,28.96,118.40,24.87,46.31,0
4650,2,18,9,15,2.43,0.00,470.73,1.919,119.76,19.06,225.33,29.24,120.53,26.49,46.60,0
4651,2,18,9,30,2.36,0.00,458.53,1.850,119.99,18.72,228.07,29.04,120.53,25.57,46.33,0
4652,2,18,9,45,2.28,0.00,485.35,1.781,118.22,19.27,229.27,28.95,118.80,26.08,46.14,0
4653,2,18,10,0,2.21,0.00,467.58,1.715,119.98,18.79,229.00,29.00,120.20,4.93,46.43,0
4654,2,18,10,15,2.14,0.00,444.74,1.655,119.49,19.31,224.13,29.33,120.47,0.28,46.78,0
4655,2,18,10,30,2.07,0.00,437.45,1.601,119.35,19.33,225.40,29.24,120.67,0.07,46.65,0
4656,2,18,10,45,2.00,0.00,283.03,1.537,137.89,19.90,208.13,30.40,161.80,0.00,48.57,0
4657,2,18,11,0,1.95,2.41,60.67,1.494,187.97,21.13,195.00,31.23,345.13,0.00,50.93,0
4658,2,18,11,15,1.94,17.31,7.33,1.467,201.19,21.32,191.00,31.52,383.93,0.00,51.50,0
4659,2,18,11,30,1.93,13.07,32.93,1.443,194.94,21.21,204.60,31.34,317.53,0.00,50.65,0
4660,2,18,11,45,1.93,0.00,54.11,1.423,198.18,21.27,209.07,31.31,291.67,0.00,50.39,0
4661,2,18,12,0,1.91,0.00,53.09,1.400,196.54,21.16,210.47,31.24,290.40,0.00,50.48,0
4662,2,18,12,15,1.90,0.00,53.05,1.379,188.65,21.25,208.27,31.41,290.80,0.00,50.48,0
4663,2,18,12,30,1.89,0.00,49.67,1.359,192.10,21.26,208.67,31.40,292.00,0.00,50.52,0
4664,2,18,12,45,1.88,0.00,31.05,1.340,201.35,21.39,212.73,31.32,292.27,0.00,50.43,0
4665,2,18,13,0,1.87,0.00,31.19,1.330,232.68,21.68,220.20,31.47,289.47,0.00,50.56,0
4666,2,18,13,15,1.86,0.00,49.62,1.323,231.94,21.61,221.00,31.44,290.53,0.00,50.42,0
4667,2,18,13,30,1.85,2.89,19.14,1.320,228.31,21.97,225.47,31.16,290.93,0.00,50.31,0
4668,2,18,13,45,1.84,0.00,31.59,1.320,218.21,22.23,222.60,31.34,289.67,0.00,50.44,0
4669,2,18,14,0,1.83,0.00,30.97,1.320,219.07,22.21,222.33,31.38,289.40,0.00,50.41,0
4670,2,18,14,15,1.81,17.84,14.23,1.320,222.98,21.59,220.20,31.50,310.27,0.00,50.80,0
4671,2,18,14,30,1.81,51.41,0.39,1.320,213.07,20.72,224.20,31.25,338.60,0.00,50.89,0
4672,2,18,14,45,1.81,57.78,0.00,1.316,202.61,20.54,224.80,31.22,337.33,0.00,50.97,0
4673,2,18,15,0,1.81,74.60,0.00,1.297,156.77,20.67,220.40,31.52,338.87,0.00,50.92,0
4674,2,18,15,15,1.82,78.95,0.00,1.276,153.15,20.84,223.80,31.30,338.60,0.00,50.92,0
4675,2,18,15,30,1.83,121.43,0.00,1.257,160.79,20.73,222.27,31.44,338.40,0.00,51.18,0
4676,2,18,15,45,1.84,114.63,0.00,1.229,167.91,20.75,222.53,31.41,337.87,0.00,51.06,0
4677,2,18,16,0,1.84,92.11,0.00,1.203,165.17,20.80,222.20,31.40,338.27,0.00,51.01,0
4678,2,18,16,15,1.85,102.13,0.00,1.183,143.55,20.79,221.67,31.46,339.53,0.00,51.06,0
4679,2,18,16,30,1.86,76.06,0.00,1.161,145.24,20.67,218.47,31.64,339.20,0.00,51.25,0
4680,2,18,16,45,1.87,95.28,0.00,1.139,148.12,20.85,223.53,31.33,339.73,0.00,51.05,0
4681,2,18,17,0,1.88,98.38,0.00,1.112,144.73,20.65,219.60,31.61,338.33,0.00,51.27,0
4682,2,18,17,15,1.89,107.16,0.00,1.089,146.37,20.80,223.20,31.39,340.67,0.00,50.99,0
4683,2,18,17,30,1.90,84.35,0.00,1.064,148.22,20.70,223.73,31.42,340.73,0.00,51.03,0
4684,2,18,17,45,1.90,103.83,0.00,1.039,147.35,20.69,248.13,31.29,341.47,0.00,51.03,0
4685,2,18,18,0,1.91,76.71,0.00,1.014,141.67,20.65,244.07,31.56,343.87,0.00,50.99,0
4686,2,18,18,15,1.92,62.21,0.00,0.991,152.05,20.74,247.13,31.34,342.53,0.00,50.97,0
4687,2,18,18,30,1.92,73.07,0.00,0.967,145.64,20.67,239.93,31.78,340.73,0.00,51.30,0
4688,2,18,18,45,1.93,90.43,0.00,0.944,142.45,20.72,240.87,31.76,342.00,0.00,51.14,0
4689,2,18,19,0,1.94,101.13,0.00,0.921,146.37,20.69,241.20,31.71,364.00,0.00,51.55,0
4690,2,18,19,15,1.94,109.13,0.00,0.897,144.98,20.69,237.20,31.92,381.47,0.00,51.67,0
4691,2,18,19,30,1.95,106.53,0.00,0.871,146.99,20.66,238.13,31.57,382.20,0.00,51.50,0
4692,2,18,19,45,1.97,128.85,0.00,0.848,149.08,20.70,242.00,31.65,379.40,0.00,51.58,0
4693,2,18,20,0,1.98,114.73,0.00,0.826,146.98,20.73,241.53,31.65,380.00,0.00,51.78,0
4694,2,18,20,15,1.99,108.71,0.00,0.799,145.56,20.64,245.20,31.39,382.27,0.00,51.50,0
4695,2,18,20,30,2.00,129.07,0.00,0.775,149.62,20.65,238.07,31.92,380.33,0.00,51.77,0
4696,2,18,20,45,2.01,128.47,0.00,0.756,137.98,20.79,237.07,31.91,380.13,0.00,51.75,0
4697,2,18,21,0,2.02,157.31,0.00,0.737,145.03,20.51,238.07,31.67,379.73,0.00,51.61,0
4698,2,18,21,15,2.05,143.52,0.00,0.713,141.18,20.65,227.27,31.80,379.40,0.00,51.83,0
4699,2,18,21,30,2.06,191.02,0.00,0.696,131.76,20.67,222.40,32.11,376.93,0.00,52.05,0
4700,2,18,21,45,2.08,219.87,0.00,0.680,134.15,20.63,224.07,32.01,376.87,0.00,52.18,0
4701,2,18,22,0,2.11,226.55,0.00,0.658,162.01,21.15,222.07,32.16,376.33,0.00,52.24,0
4702,2,18,22,15,2.13,246.73,0.00,0.650,209.29,22.31,222.13,32.18,376.27,0.00,52.16,0
4703,2,18,22,30,2.17,256.89,0.00,0.650,183.60,21.46,217.87,32.46,376.40,0.00,52.44,0
4704,2,18,22,45,2.20,290.22,0.00,0.650,175.92,20.80,216.07,32.56,374.00,0.00,52.56,0
4705,2,18,23,0,2.23,289.63,0.00,0.680,330.57,21.20,219.67,32.40,375.87,0.00,52.47,0
4706,2,18,23,15,2.27,308.10,0.00,0.753,364.01,21.80,223.40,32.97,373.27,0.00,52.80,0
4707,2,18,23,30,2.31,356.53,0.00,0.827,365.38,22.12,222.87,33.05,367.13,0.00,53.02,0
4708,2,18,23,45,2.36,378.33,0.00,0.905,365.44,22.10,218.93,33.31,364.87,0.00,53.33,0
4709,2,19,0,0,2.41,376.25,0.00,0.981,355.70,22.18,226.20,33.29,352.07,0.00,53.14,0
4710,2,19,0,15,2.46,360.77,0.00,1.055,343.34,22.32,231.93,33.29,337.87,0.00,52.95,0
4711,2,19,0,30,2.51,362.61,0.00,1.132,352.49,22.80,232.53,33.22,343.80,0.00,52.93,0
4712,2,19,0,45,2.55,406.87,0.00,1.208,336.44,23.71,227.53,33.60,344.27,0.00,53.38,0
4713,2,19,1,0,2.61,412.85,0.00,1.287,357.51,23.73,224.67,33.78,344.60,0.00,53.49,0
4714,2,19,1,15,2.66,412.95,0.00,1.363,354.30,23.83,223.27,33.88,343.47,0.00,53.55,0
4715,2,19,1,30,2.72,400.51,0.00,1.438,354.34,23.71,226.40,33.69,344.60,0.00,53.44,0
4716,2,19,1,45,2.77,392.83,0.00,1.516,337.43,23.76,226.13,33.69,345.80,0.00,53.31,0
4717,2,19,2,0,2.82,410.47,0.00,1.593,346.15,23.66,221.13,34.01,343.60,0.00,53.68,0
4718,2,19,2,15,2.87,414.99,0.00,1.672,342.66,23.69,224.80,33.76,342.33,0.00,53.56,0
4719,2,19,2,30,2.93,424.09,0.00,1.747,353.58,23.76,221.47,34.02,339.80,0.00,53.82,0
4720,2,19,2,45,2.98,408.95,0.00,1.825,350.95,24.20,218.33,34.17,340.80,0.00,53.84,0
4721,2,19,3,0,3.04,389.13,0.00,1.903,356.28,24.69,221.53,33.98,332.67,0.00,53.63,0
4722,2,19,3,15,3.09,380.50,0.00,1.981,355.71,24.71,221.80,33.96,315.93,0.00,53.40,0
4723,2,19,3,30,3.14,346.64,0.00,2.059,350.20,24.71,223.93,33.84,285.47,0.00,52.97,0
4724,2,19,3,45,3.18,342.89,0.00,2.144,374.72,24.86,224.80,33.76,282.67,0.00,52.94,0
4725,2,19,4,0,3.23,332.22,0.00,2.237,384.34,24.48,225.67,33.73,284.40,0.00,52.84,0
4726,2,19,4,15,3.27,300.78,0.00,2.323,366.21,23.77,224.07,33.78,293.00,0.00,52.79,0
4727,2,19,4,30,3.31,345.77,0.00,2.406,349.32,23.75,222.47,33.90,287.87,0.00,53.14,0
4728,2,19,4,45,3.35,354.21,0.00,2.487,354.83,23.67,220.60,34.04,286.00,0.00,53.27,0
4729,2,19,5,0,3.39,311.97,0.00,2.570,358.26,22.72,222.07,33.91,281.93,0.00,53.02,0
4730,2,19,5,15,3.43,313.45,0.00,2.650,357.94,22.74,223.00,33.88,273.93,0.00,53.03,0
4731,2,19,5,30,3.47,287.32,0.00,2.730,344.84,21.93,224.00,33.81,274.40,0.00,52.95,0
4732,2,19,5,45,3.51,268.29,0.00,2.787,186.78,20.82,220.40,33.87,277.80,0.00,52.79,0
4733,2,19,6,0,3.54,247.73,0.00,2.790,135.94,20.12,224.47,33.66,299.33,0.00,52.84,0
4734,2,19,6,15,3.57,286.37,0.00,2.790,139.98,20.29,227.93,33.57,363.80,0.00,53.57,0
4735,2,19,6,30,3.60,136.05,69.55,2.789,117.58,19.74,236.80,32.91,219.60,18.00,51.48,0
4736,2,19,6,45,3.61,0.00,231.09,2.780,108.03,19.79,244.40,32.36,108.80,25.84,50.06,0
4737,2,19,7,0,3.58,0.00,278.89,2.762,106.32,20.52,237.80,32.03,106.87,26.66,49.76,0
4738,2,19,7,15,3.53,0.00,351.79,2.725,105.70,20.10,217.53,31.52,105.73,25.62,49.01,0
4739,2,19,7,30,3.47,0.00,427.28,2.687,105.11,19.69,225.40,30.94,104.80,25.88,48.39,0
4740,2,19,7,45,3.40,0.00,455.73,2.645,105.38,18.95,234.13,30.37,106.07,25.93,47.67,0
4741,2,19,8,0,3.33,0.00,497.19,2.599,105.30,18.55,238.27,30.09,105.60,26.05,47.30,0
4742,2,19,8,15,3.25,0.00,518.00,2.550,105.92,17.63,245.07,29.61,106.67,25.84,46.88,0
4743,2,19,8,30,3.17,0.00,546.06,2.501,104.93,17.86,250.60,29.14,105.07,25.64,46.54,0
4744,2,19,8,45,3.08,0.00,542.58,2.453,106.79,16.65,250.47,29.14,107.33,24.94,46.44,0
4745,2,19,9,0,3.00,0.00,544.08,2.398,102.79,18.94,251.73,29.07,103.33,25.91,46.46,0
4746,2,19,9,15,2.92,0.00,535.16,2.343,101.98,19.17,253.20,28.90,102.40,25.05,46.12,0
4747,2,19,9,30,2.83,0.00,515.38,2.291,102.86,19.01,249.20,29.19,103.00,25.38,46.43,0
4748,2,19,9,45,2.75,0.00,504.63,2.235,101.90,19.19,251.80,28.95,102.53,26.43,46.35,0
4749,2,19,10,0,2.67,0.00,481.05,2.183,103.61,18.72,246.80,29.30,103.60,6.04,46.63,0
4750,2,19,10,15,2.59,0.00,476.13,2.122,103.67,18.80,247.07,29.08,103.93,0.28,46.63,0
4751,2,19,10,30,2.51,0.00,465.05,2.065,103.57,19.01,232.80,29.41,104.20,0.07,46.79,0
4752,2,19,10,45,2.44,0.00,462.33,2.009,103.59,19.18,234.13,29.25,103.53,0.00,46.88,0
4753,2,19,11,0,2.37,0.00,470.78,1.960,102.09,19.56,236.47,29.11,102.27,0.00,46.48,0
4754,2,19,11,15,2.30,0.00,426.59,1.909,103.09,19.41,229.47,29.59,103.67,0.00,46.95,0
4755,2,19,11,30,2.23,0.00,430.80,1.861,103.70,19.01,232.53,29.41,103.67,0.00,46.94,0
4756,2,19,11,45,2.16,0.00,419.04,1.811,103.00,19.44,233.27,29.36,103.73,0.00,46.79,0
4757,2,19,12,0,2.09,0.00,450.53,1.765,102.14,19.52,235.33,29.18,102.67,0.00,46.50,0
4758,2,19,12,15,2.02,0.00,422.74,1.718,104.36,19.11,231.33,29.47,96.80,0.00,47.26,0
4759,2,19,12,30,1.96,10.37,32.31,1.665,112.54,19.73,201.00,31.59,346.53,0.00,51.64,0
4760,2,19,12,45,1.94,35.44,0.09,1.634,170.96,20.70,216.13,31.47,385.00,0.00,51.51,0
4761,2,19,13,0,1.94,62.83,0.00,1.609,177.33,20.86,217.67,31.44,383.73,0.00,51.54,0
4762,2,19,13,15,1.94,66.95,0.00,1.581,177.39,20.84,212.00,31.84,382.80,0.00,51.71,0
4763,2,19,13,30,1.95,94.77,0.00,1.560,168.27,20.93,215.93,31.58,380.40,0.00,51.66,0
4764,2,19,13,45,1.96,90.95,0.00,1.543,169.98,20.75,216.73,31.56,382.00,0.00,51.54,0
4765,2,19,14,0,1.96,73.54,0.00,1.521,145.28,20.14,216.93,31.53,381.47,0.00,51.51,0
4766,2,19,14,15,1.97,63.60,0.00,1.487,114.42,19.65,216.20,31.58,383.20,0.00,51.41,0
4767,2,19,14,30,1.97,108.17,0.00,1.445,122.92,19.56,217.00,31.57,380.93,0.00,51.73,0
4768,2,19,14,45,1.98,133.45,0.00,1.403,108.31,19.73,216.20,31.64,381.13,0.00,51.60,0
4769,2,19,15,0,2.00,155.48,0.00,1.364,89.27,19.71,213.53,31.84,379.87,0.00,51.82,0
4770,2,19,15,15,2.01,160.40,0.00,1.329,127.00,20.48,214.80,31.76,380.40,0.00,51.82,0
4771,2,19,15,30,2.03,168.25,0.00,1.310,161.06,20.86,213.33,31.87,379.33,0.00,51.82,0
4772,2,19,15,45,2.05,137.35,0.00,1.295,160.20,20.92,215.67,31.75,380.33,0.00,51.65,0
4773,2,19,16,0,2.06,164.81,0.00,1.282,159.28,21.03,213.87,31.89,377.73,0.00,52.03,0
4774,2,19,16,15,2.08,159.73,0.00,1.274,161.92,21.02,215.53,31.80,379.93,0.00,51.81,0
4775,2,19,16,30,2.10,166.38,0.00,1.263,169.66,20.93,215.33,31.82,378.13,0.00,51.82,0
4776,2,19,16,45,2.12,165.03,0.00,1.249,166.20,21.04,214.60,31.89,377.60,0.00,51.91,0
4777,2,19,17,0,2.13,162.91,0.00,1.233,137.16,20.29,221.67,31.83,377.20,0.00,51.90,0
4778,2,19,17,15,2.15,165.95,0.00,1.204,80.80,19.69,226.53,32.00,377.20,0.00,51.98,0
4779,2,19,17,30,2.17,150.37,0.00,1.167,82.65,19.73,223.67,32.21,378.00,0.00,52.06,0
4780,2,19,17,45,2.18,162.61,0.00,1.129,87.97,19.77,228.27,31.88,380.47,0.00,51.86,0
4781,2,19,18,0,2.20,183.75,0.00,1.090,88.35,19.67,233.33,32.02,378.67,0.00,52.11,0
4782,2,19,18,15,2.22,182.34,0.00,1.054,93.73,20.02,239.27,31.99,377.93,0.00,51.94,0
4783,2,19,18,30,2.24,199.55,0.00,1.022,114.59,20.17,236.07,32.22,378.40,0.00,52.14,0
4784,2,19,18,45,2.26,181.96,0.00,0.993,117.77,20.07,240.20,31.89,378.67,0.00,51.97,0
4785,2,19,19,0,2.29,182.81,0.00,0.963,120.44,20.16,236.87,32.12,378.27,0.00,52.05,0
4786,2,19,19,15,2.30,192.36,0.00,0.933,122.04,20.16,230.87,32.36,377.20,0.00,52.33,0
4787,2,19,19,30,2.32,165.70,0.00,0.906,134.96,20.52,236.60,32.06,378.93,0.00,52.13,0
4788,2,19,19,45,2.34,163.57,0.00,0.887,144.12,20.77,235.33,32.21,378.87,0.00,51.96,0
4789,2,19,20,0,2.36,153.79,0.00,0.868,142.82,20.74,237.07,32.10,377.53,0.00,52.12,0
4790,2,19,20,15,2.37,171.34,0.00,0.847,144.10,20.66,237.87,32.09,378.27,0.00,52.14,0
