num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,truth
25048,9,18,21,45,2.96,249.95,0.00,0.909,219.05,21.54,290.53,32.84,384.53,19.12,52.51,0
25049,9,18,22,0,2.98,303.57,0.00,0.885,226.74,21.48,289.13,32.93,383.40,0.35,52.78,0
25050,9,18,22,15,3.00,342.65,0.00,0.852,233.58,21.57,285.93,33.28,382.00,0.11,53.01,0
25051,9,18,22,30,3.03,339.89,0.00,0.818,253.53,22.63,285.93,33.23,384.00,0.00,52.88,0
25052,9,18,22,45,3.06,342.41,0.00,0.801,271.90,22.76,284.67,33.31,382.33,0.00,53.02,0
25053,9,18,23,0,3.09,350.70,0.00,0.800,271.90,22.79,274.13,33.30,381.80,0.00,53.10,0
25054,9,18,23,15,3.12,377.18,0.00,0.796,262.95,22.73,260.07,33.46,379.40,0.00,53.18,0
25055,9,18,23,30,3.15,400.42,0.00,0.788,264.77,22.73,252.47,33.65,377.33,0.00,53.47,0
25056,9,18,23,45,3.19,392.42,0.00,0.780,264.43,22.75,245.60,33.67,374.53,0.00,53.48,0
25057,9,19,0,0,3.23,267.51,0.00,0.792,410.46,24.23,252.80,33.10,255.33,0.00,51.94,0
25058,9,19,0,15,3.26,253.23,0.00,0.845,455.13,24.82,251.60,33.07,208.53,0.00,51.65,0
25059,9,19,0,30,3.27,292.25,0.00,0.900,461.11,24.70,236.40,33.26,205.73,0.00,51.75,0
25060,9,19,0,45,3.30,310.27,0.00,0.961,418.61,24.78,236.67,33.33,205.27,0.00,51.87,0
25061,9,19,1,0,3.32,298.76,0.00,1.025,419.48,24.78,238.33,33.20,206.20,0.00,51.75,0
25062,9,19,1,15,3.34,316.26,0.00,1.088,417.63,24.69,235.33,33.46,205.67,0.00,51.99,0
25063,9,19,1,30,3.37,321.86,0.00,1.158,429.07,24.67,237.33,33.37,206.07,0.00,51.90,0
25064,9,19,1,45,3.40,320.15,0.00,1.229,428.27,24.81,235.20,33.50,204.67,0.00,51.97,0
25065,9,19,2,0,3.43,287.23,0.00,1.291,434.76,24.82,238.00,33.31,206.87,0.00,51.73,0
25066,9,19,2,15,3.45,281.10,0.00,1.349,426.79,24.82,238.33,33.33,206.60,0.00,51.80,0
25067,9,19,2,30,3.47,287.67,0.00,1.411,426.48,24.59,237.93,33.38,205.80,0.00,51.78,0
25068,9,19,2,45,3.49,299.33,0.00,1.473,429.85,24.86,237.53,33.46,205.33,0.00,51.91,0
25069,9,19,3,0,3.51,214.65,0.00,1.533,458.96,24.76,238.87,33.31,206.33,0.00,51.56,0
25070,9,19,3,15,3.52,223.37,0.00,1.589,471.00,24.60,239.13,33.35,207.60,0.00,51.75,0
25071,9,19,3,30,3.54,258.77,0.00,1.649,459.84,24.72,237.60,33.49,206.40,0.00,51.84,0
25072,9,19,3,45,3.55,229.40,0.00,1.703,450.16,24.77,240.40,33.30,156.87,0.00,51.48,0
25073,9,19,4,0,3.57,183.83,0.00,1.767,467.88,24.60,248.40,33.29,144.87,0.00,51.37,0
25074,9,19,4,15,3.58,195.85,0.00,1.827,475.28,24.33,255.27,33.24,143.80,0.00,51.43,0
25075,9,19,4,30,3.58,201.73,0.00,1.889,481.44,25.69,254.47,33.31,145.27,0.00,51.41,0
25076,9,19,4,45,3.59,183.59,0.00,1.951,469.12,25.80,254.93,33.26,145.27,0.00,51.35,0
25077,9,19,5,0,3.60,122.10,0.00,2.017,472.77,25.79,256.60,33.18,146.27,0.00,51.44,0
25078,9,19,5,15,3.59,99.98,0.00,2.078,478.30,26.48,256.73,33.13,148.40,0.00,51.27,0
25079,9,19,5,30,3.59,97.27,0.00,2.139,474.85,26.88,254.47,33.27,146.40,0.00,51.35,0
25080,9,19,5,45,3.59,121.09,0.00,2.199,474.60,26.80,255.27,33.23,145.00,0.00,51.47,0
25081,9,19,6,0,3.58,88.98,0.00,2.261,463.48,26.78,254.53,33.30,147.60,0.00,51.39,0
25082,9,19,6,15,3.58,69.35,0.00,2.323,495.60,26.82,255.00,33.27,145.73,0.00,51.52,0
25083,9,19,6,30,3.57,53.29,2.37,2.389,500.42,26.86,258.87,32.94,147.93,0.00,51.08,0
25084,9,19,6,45,3.55,38.34,0.00,2.439,405.69,24.31,257.93,33.04,201.13,0.00,51.44,0
25085,9,19,7,0,3.54,18.08,10.42,2.435,389.76,24.92,259.40,32.89,210.60,0.00,51.27,0
25086,9,19,7,15,3.52,0.00,37.33,2.441,442.37,26.41,262.87,32.64,210.73,0.00,51.10,0
25087,9,19,7,30,3.50,0.00,54.73,2.443,441.55,26.41,261.27,32.76,210.47,0.00,51.16,0
25088,9,19,7,45,3.47,0.00,83.09,2.440,456.19,25.74,263.93,32.54,160.73,0.00,50.71,0
25089,9,19,8,0,3.44,0.00,195.84,2.423,437.75,24.67,298.73,32.12,22.33,0.00,49.85,0
25090,9,19,8,15,3.39,0.00,210.08,2.384,430.67,24.12,301.87,31.69,3.67,0.00,49.32,0
25091,9,19,8,30,3.34,0.00,208.76,2.339,413.13,22.78,277.73,31.77,3.80,0.00,49.69,0
25092,9,19,8,45,3.29,0.00,190.83,2.304,406.39,22.73,279.73,31.61,4.13,24.70,49.12,0
25093,9,19,9,0,3.24,0.00,218.79,2.259,432.37,22.69,279.67,31.55,4.00,42.55,49.27,0
25094,9,19,9,15,3.19,0.00,241.85,2.202,371.58,22.78,283.73,31.17,4.53,45.34,48.98,0
25095,9,19,9,30,3.13,0.00,201.37,2.125,384.04,23.16,280.53,31.50,4.00,7.17,49.27,0
25096,9,19,9,45,3.08,0.00,86.03,2.069,495.19,28.01,272.67,32.18,107.80,0.30,50.29,0
25097,9,19,10,0,3.05,0.00,121.43,2.035,505.10,27.93,275.40,31.90,96.27,0.08,49.90,0
25098,9,19,10,15,3.01,0.00,122.26,2.019,500.13,27.89,275.87,31.89,94.73,0.00,49.82,0
25099,9,19,10,30,2.98,0.00,170.91,2.009,490.20,27.63,279.00,31.56,46.87,0.00,49.34,0
25100,9,19,10,45,2.93,0.00,193.43,1.996,447.53,26.06,280.67,31.43,2.87,0.00,49.20,0
25101,9,19,11,0,2.88,0.00,184.89,1.980,447.07,26.21,280.73,31.40,3.13,0.00,49.01,0
25102,9,19,11,15,2.83,0.00,185.95,1.975,448.26,26.30,281.87,31.29,3.13,0.00,49.12,0
25103,9,19,11,30,2.79,0.00,193.77,1.958,445.56,26.32,282.40,31.21,3.07,0.00,49.14,0
25104,9,19,11,45,2.73,1.93,121.09,1.929,441.76,26.50,276.33,31.72,79.33,0.00,49.64,0
25105,9,19,12,0,2.70,40.47,0.00,1.939,365.23,24.34,271.93,32.16,203.53,0.00,50.66,0
25106,9,19,12,15,2.69,31.14,1.44,1.934,345.39,23.76,271.20,32.18,202.73,0.00,50.59,0
25107,9,19,12,30,2.67,21.26,5.45,1.906,336.94,23.73,263.47,32.12,188.07,0.00,50.39,0
25108,9,19,12,45,2.65,3.72,23.63,1.859,325.32,23.78,254.47,31.95,144.47,0.00,50.25,0
25109,9,19,13,0,2.63,0.09,36.70,1.852,328.28,23.77,249.00,31.93,107.80,0.00,49.97,0
25110,9,19,13,15,2.60,0.00,70.61,1.827,309.76,23.21,250.53,31.84,103.93,0.00,49.74,0
25111,9,19,13,30,2.57,0.00,105.57,1.803,302.58,22.73,260.80,31.55,95.33,0.00,49.45,0
25112,9,19,13,45,2.53,0.00,105.85,1.787,299.00,22.75,262.07,31.46,94.73,0.00,49.43,0
25113,9,19,14,0,2.50,0.00,89.30,1.731,311.79,22.82,261.33,31.50,96.33,0.00,49.48,0
25114,9,19,14,15,2.46,0.00,84.97,1.725,306.62,22.76,260.13,31.56,94.73,0.00,49.55,0
25115,9,19,14,30,2.43,0.00,76.43,1.727,304.84,22.75,261.53,31.48,95.13,0.00,49.46,0
25116,9,19,14,45,2.40,0.00,97.64,1.731,326.78,23.67,261.27,31.53,95.60,0.00,49.54,0
25117,9,19,15,0,2.36,0.00,76.06,1.677,311.27,22.93,260.47,31.54,96.93,0.00,49.50,0
25118,9,19,15,15,2.33,0.00,64.63,1.647,284.25,22.29,261.87,31.44,96.67,0.00,49.48,0
25119,9,19,15,30,2.30,0.00,37.09,1.607,278.06,22.24,260.87,31.54,95.93,0.00,49.59,0
25120,9,19,15,45,2.27,3.90,26.56,1.553,262.47,22.29,261.27,31.50,95.53,0.00,49.59,0
25121,9,19,16,0,2.25,9.40,9.07,1.537,254.10,22.36,259.53,31.63,95.53,0.00,49.61,0
25122,9,19,16,15,2.22,22.76,1.98,1.523,247.87,22.28,260.13,31.58,103.07,0.00,49.67,0
25123,9,19,16,30,2.21,92.07,0.00,1.521,232.41,21.82,256.67,31.85,197.40,0.00,50.34,0
25124,9,19,16,45,2.20,98.05,0.00,1.485,221.09,21.88,257.13,31.82,196.47,0.00,50.35,0
25125,9,19,17,0,2.19,97.03,0.00,1.463,222.25,21.82,256.60,31.88,196.73,0.00,50.22,0
25126,9,19,17,15,2.18,249.07,0.00,1.446,236.67,21.77,255.60,31.94,380.60,0.00,51.84,0
25127,9,19,17,30,2.20,249.31,0.00,1.405,222.87,21.76,252.60,32.16,388.13,0.00,51.76,0
25128,9,19,17,45,2.22,211.22,0.00,1.384,233.24,21.74,256.00,31.90,389.60,0.00,51.80,0
25129,9,19,18,0,2.23,249.34,0.00,1.355,233.52,21.82,253.33,32.14,388.20,0.00,51.97,0
25130,9,19,18,15,2.24,258.34,0.00,1.321,231.73,21.76,252.73,32.19,388.40,0.00,51.97,0
25131,9,19,18,30,2.26,259.41,0.00,1.290,228.05,21.78,255.27,31.98,389.33,0.00,51.78,0
25132,9,19,18,45,2.28,250.23,0.00,1.253,234.96,21.86,252.20,32.16,387.13,0.00,52.03,0
25133,9,19,19,0,2.30,218.13,0.00,1.228,229.86,21.75,253.67,32.11,386.67,0.00,51.92,0
25134,9,19,19,15,2.31,201.34,0.00,1.200,233.63,21.71,257.47,31.86,390.67,0.00,51.73,0
25135,9,19,19,30,2.32,199.21,0.00,1.186,238.60,21.73,255.13,32.03,388.67,0.00,51.93,0
25136,9,19,19,45,2.33,180.69,0.00,1.155,246.42,21.81,255.73,31.98,390.47,0.00,51.86,0
25137,9,19,20,0,2.33,169.51,0.00,1.097,276.44,21.74,255.60,32.01,388.20,0.00,51.83,0
25138,9,19,20,15,2.34,159.15,0.00,1.051,287.77,21.75,265.80,31.97,388.07,0.00,51.76,0
25139,9,19,20,30,2.34,142.07,0.00,1.021,294.74,21.83,280.73,31.95,387.87,0.00,51.80,0
25140,9,19,20,45,2.34,91.23,0.00,1.009,274.74,21.80,282.00,31.87,321.33,0.00,51.08,0
25141,9,19,21,0,2.34,90.86,0.00,0.991,277.83,21.83,273.27,32.18,316.33,0.00,51.10,0
25142,9,19,21,15,2.33,85.70,0.00,0.939,291.63,21.71,271.07,31.76,318.93,0.00,50.99,0
25143,9,19,21,30,2.32,100.22,0.00,0.861,300.98,22.84,266.27,31.94,317.07,0.00,51.07,0
25144,9,19,21,45,2.31,84.25,0.00,0.837,349.04,24.27,270.80,31.78,318.67,0.00,51.00,0
25145,9,19,22,0,2.31,150.03,0.00,0.840,339.94,24.35,268.00,32.00,316.20,0.00,50.97,0
25146,9,19,22,15,2.31,200.44,0.00,0.863,317.52,24.02,267.80,32.03,313.47,0.00,51.28,0
25147,9,19,22,30,2.32,232.45,0.00,0.879,317.80,22.87,265.93,32.16,313.53,0.00,51.23,0
25148,9,19,22,45,2.33,240.83,0.00,0.875,308.20,22.73,263.73,32.32,315.87,0.00,51.37,0
25149,9,19,23,0,2.35,253.66,0.00,0.870,294.12,22.79,264.67,32.22,314.73,0.00,51.41,0
25150,9,19,23,15,2.36,314.57,0.00,0.866,278.21,22.86,264.87,32.31,312.33,0.00,51.53,0
25151,9,19,23,30,2.39,321.47,0.00,0.850,268.21,22.74,262.67,32.48,313.20,0.00,51.73,0
25152,9,19,23,45,2.42,351.46,0.00,0.843,248.15,22.73,260.67,32.64,312.00,0.00,51.68,0
25153,9,20,0,0,2.45,351.66,0.00,0.875,374.82,23.18,259.73,32.69,311.60,0.00,51.82,0
25154,9,20,0,15,2.48,351.95,0.00,0.953,424.90,23.73,260.67,32.63,310.27,0.00,51.74,0
25155,9,20,0,30,2.51,382.48,0.00,1.027,416.35,23.81,257.67,32.88,275.87,0.00,51.65,0
25156,9,20,0,45,2.55,322.58,0.00,1.089,399.32,23.82,258.93,32.77,183.40,0.00,51.19,0
25157,9,20,1,0,2.58,363.17,0.00,1.154,405.55,23.86,259.13,32.78,209.33,0.00,51.32,0
25158,9,20,1,15,2.61,350.35,0.00,1.229,421.30,23.73,256.73,32.97,209.73,0.00,51.41,0
25159,9,20,1,30,2.64,342.70,0.00,1.299,407.01,23.73,259.40,32.77,210.27,0.00,51.29,0
25160,9,20,1,45,2.67,372.11,0.00,1.385,401.37,23.87,254.73,33.13,209.60,0.00,51.60,0
25161,9,20,2,0,2.70,363.04,0.00,1.479,394.00,23.69,255.53,33.10,209.87,0.00,51.37,0
25162,9,20,2,15,2.74,388.12,0.00,1.567,393.36,22.79,263.53,33.23,234.87,0.00,51.76,0
25163,9,20,2,30,2.77,398.15,0.00,1.648,398.28,22.29,269.40,33.43,262.73,0.00,52.05,0
25164,9,20,2,45,2.81,386.49,0.00,1.725,384.89,22.25,269.47,33.42,259.93,0.00,52.08,0
25165,9,20,3,0,2.85,381.90,0.00,1.783,396.09,22.21,269.47,33.44,259.67,0.00,52.07,0
25166,9,20,3,15,2.89,373.25,0.00,1.843,389.82,22.26,267.87,33.54,259.20,0.00,52.18,0
25167,9,20,3,30,2.92,376.64,0.00,1.903,362.55,22.29,268.13,33.54,259.60,0.00,52.07,0
25168,9,20,3,45,2.96,377.41,0.00,1.939,351.64,22.18,268.87,33.47,258.93,0.00,52.17,0
25169,9,20,4,0,3.00,352.00,0.00,1.973,338.00,22.24,271.40,33.27,262.33,0.00,51.91,0
25170,9,20,4,15,3.03,360.14,0.00,1.979,351.34,22.21,269.20,33.41,260.00,0.00,52.05,0
25171,9,20,4,30,3.07,365.60,0.00,2.043,344.32,22.31,270.33,33.32,259.60,0.00,52.06,0
25172,9,20,4,45,3.10,375.33,0.00,2.069,339.12,22.24,268.93,33.46,273.20,0.00,52.35,0
25173,9,20,5,0,3.14,337.73,0.00,2.087,352.21,22.15,269.40,33.39,292.07,0.00,52.24,0
25174,9,20,5,15,3.17,319.01,0.00,2.167,360.81,22.16,270.07,33.35,293.07,0.00,52.13,0
25175,9,20,5,30,3.20,353.68,0.00,2.261,365.56,22.24,266.80,33.61,290.13,0.00,52.48,0
25176,9,20,5,45,3.23,362.50,0.00,2.313,399.56,22.01,266.20,33.66,286.27,0.00,52.56,0
25177,9,20,6,0,3.27,321.49,0.00,2.312,411.49,22.24,268.27,33.48,288.27,0.00,52.35,0
25178,9,20,6,15,3.30,291.80,0.00,2.431,418.13,22.12,269.00,33.41,286.73,0.00,52.21,0
25179,9,20,6,30,3.32,254.18,0.00,2.505,412.16,22.24,271.27,33.21,289.40,0.00,52.13,0
25180,9,20,6,45,3.34,200.28,0.00,2.537,331.19,20.69,270.87,33.16,290.07,0.00,52.01,0
25181,9,20,7,0,3.35,114.73,0.00,2.541,309.14,22.36,274.27,32.93,257.93,0.00,51.58,0
25182,9,20,7,15,3.35,25.47,1.55,2.541,335.90,22.60,274.13,32.93,208.93,0.00,51.25,0
25183,9,20,7,30,3.34,0.63,19.03,2.535,356.70,22.78,275.93,32.78,210.00,0.00,51.10,0
25184,9,20,7,45,3.32,4.58,27.20,2.532,374.49,22.55,275.40,32.77,187.53,0.00,50.99,0
25185,9,20,8,0,3.30,0.00,227.58,2.516,315.88,21.99,274.33,31.48,13.60,0.00,49.29,0
25186,9,20,8,15,3.24,0.00,276.77,2.482,331.94,22.75,255.67,31.01,14.53,0.00,48.71,0
25187,9,20,8,30,3.19,0.00,250.00,2.442,381.85,22.68,257.60,31.18,16.60,0.00,48.85,0
25188,9,20,8,45,3.13,0.00,184.94,2.391,384.35,22.79,251.80,31.67,15.60,0.00,49.62,0
25189,9,20,9,0,3.08,0.00,190.33,2.340,387.58,22.82,254.20,31.51,15.53,0.00,49.30,0
25190,9,20,9,15,3.03,0.00,196.31,2.303,387.61,22.80,254.40,31.45,14.40,0.00,49.39,0
25191,9,20,9,30,2.99,0.00,157.99,2.266,383.00,22.63,252.20,31.65,53.67,0.00,49.54,0
25192,9,20,9,45,2.94,0.00,106.53,2.226,375.16,22.67,249.93,31.84,111.67,0.00,49.95,0
25193,9,20,10,0,2.91,0.00,121.13,2.177,358.15,22.65,252.20,31.65,106.53,0.00,49.57,0
25194,9,20,10,15,2.87,0.00,122.96,2.149,349.21,22.73,252.53,31.63,92.00,0.00,49.71,0
25195,9,20,10,30,2.83,0.00,194.33,2.115,333.87,22.73,260.00,31.11,14.73,0.00,48.89,0
25196,9,20,10,45,2.78,0.00,201.53,2.087,327.47,22.78,258.73,31.19,14.67,0.00,48.90,0
25197,9,20,11,0,2.73,0.00,160.40,2.050,304.38,22.84,259.73,31.27,39.40,0.00,49.10,0
25198,9,20,11,15,2.69,0.00,71.37,2.015,303.18,22.79,258.53,31.75,111.93,0.00,49.79,0
25199,9,20,11,30,2.66,0.00,65.74,1.979,301.13,22.67,258.60,31.75,113.73,0.00,49.82,0
25200,9,20,11,45,2.63,0.00,63.28,1.957,285.58,22.86,258.33,31.78,136.00,0.00,49.80,0
25201,9,20,12,0,2.61,0.00,43.94,1.939,290.95,22.69,260.53,31.63,135.60,0.00,49.80,0
25202,9,20,12,15,2.58,0.00,51.22,1.922,289.21,22.78,258.73,31.75,135.53,0.00,49.92,0
25203,9,20,12,30,2.55,0.00,40.17,1.883,288.06,22.79,258.27,31.77,133.13,0.00,49.84,0
25204,9,20,12,45,2.52,4.01,7.47,1.859,280.30,22.84,258.27,31.80,131.87,0.00,50.10,0
25205,9,20,13,0,2.50,2.65,18.61,1.858,283.25,22.77,258.47,31.80,133.27,0.00,49.93,0
25206,9,20,13,15,2.48,0.00,48.22,1.849,290.17,22.75,263.73,31.56,130.27,0.00,49.73,0
25207,9,20,13,30,2.45,0.00,54.25,1.835,294.40,22.80,272.60,31.63,109.93,0.00,49.71,0
25208,9,20,13,45,2.42,0.00,59.07,1.815,293.54,22.72,272.93,31.63,111.20,0.00,49.66,0
25209,9,20,14,0,2.39,0.00,95.48,1.804,310.09,23.01,277.53,31.24,84.87,0.00,48.99,0
25210,9,20,14,15,2.36,0.00,153.01,1.791,347.14,23.73,278.93,31.07,13.53,0.00,48.71,0
25211,9,20,14,30,2.31,0.00,138.50,1.733,343.43,23.76,279.53,30.97,12.47,0.00,48.66,0
25212,9,20,14,45,2.27,0.00,111.55,1.721,351.46,23.82,278.40,31.14,13.87,0.00,48.96,0
25213,9,20,15,0,2.23,0.00,137.83,1.709,288.34,22.40,279.67,30.95,13.40,0.00,48.64,0
25214,9,20,15,15,2.19,134.17,1.11,1.702,246.92,21.85,269.13,31.87,310.20,0.00,51.13,0
25215,9,20,15,30,2.19,191.79,0.00,1.647,251.51,21.80,268.80,31.93,350.13,0.00,51.37,0
25216,9,20,15,45,2.20,251.27,0.00,1.600,240.01,21.76,266.60,32.10,391.67,0.00,51.96,0
25217,9,20,16,0,2.21,267.69,0.00,1.551,240.48,21.76,267.33,31.98,391.20,0.00,51.75,0
25218,9,20,16,15,2.23,262.93,0.00,1.520,234.87,21.71,265.47,32.03,391.80,0.00,51.88,0
25219,9,20,16,30,2.25,258.73,0.00,1.519,233.01,21.80,258.93,32.20,389.13,0.00,52.07,0
25220,9,20,16,45,2.27,278.51,0.00,1.496,265.07,22.40,259.60,32.12,390.00,0.00,52.05,0
25221,9,20,17,0,2.30,270.55,0.00,1.475,262.37,22.46,258.87,32.18,387.67,0.00,52.20,0
25222,9,20,17,15,2.31,242.24,0.00,1.464,265.53,22.52,258.67,32.17,390.87,0.00,51.95,0
25223,9,20,17,30,2.33,251.06,0.00,1.441,259.93,22.50,258.80,32.18,388.67,0.00,52.07,0
25224,9,20,17,45,2.35,243.78,0.00,1.423,265.54,22.50,257.93,32.24,387.87,0.00,52.04,0
25225,9,20,18,0,2.36,249.57,0.00,1.408,270.22,22.44,260.67,32.09,388.93,0.00,51.90,0
25226,9,20,18,15,2.38,210.84,0.00,1.383,265.74,22.48,258.67,32.20,389.80,0.00,51.99,0
25227,9,20,18,30,2.39,235.09,0.00,1.371,270.64,22.53,257.47,32.29,388.40,0.00,51.95,0
25228,9,20,18,45,2.40,230.03,0.00,1.357,268.20,22.39,260.53,32.12,390.13,0.00,51.90,0
25229,9,20,19,0,2.42,230.37,0.00,1.337,260.31,22.17,262.60,31.99,389.07,0.00,51.85,0
25230,9,20,19,15,2.43,173.81,0.00,1.305,260.99,22.28,261.20,32.05,388.07,0.00,51.85,0
25231,9,20,19,30,2.44,196.52,0.00,1.277,264.00,22.18,258.67,32.20,389.27,0.00,51.88,0
25232,9,20,19,45,2.45,185.66,0.00,1.234,270.62,22.22,260.60,32.11,387.60,0.00,52.02,0
25233,9,20,20,0,2.46,172.41,0.00,1.200,281.38,22.25,260.20,32.09,388.00,0.00,51.97,0
25234,9,20,20,15,2.46,141.69,0.00,1.161,290.34,22.22,261.67,32.03,386.27,0.00,51.97,0
25235,9,20,20,30,2.46,111.39,0.00,1.123,288.68,22.17,261.67,32.01,349.00,0.00,51.41,0
25236,9,20,20,45,2.46,57.59,0.00,1.087,277.94,22.28,261.93,32.03,312.53,0.00,51.18,0
25237,9,20,21,0,2.45,71.37,0.00,1.051,269.93,22.17,263.07,31.90,316.60,0.00,51.14,0
25238,9,20,21,15,2.44,58.99,0.00,1.017,281.72,22.59,264.00,31.86,318.47,0.00,50.95,0
25239,9,20,21,30,2.42,71.13,0.00,0.995,309.76,23.31,257.93,32.02,317.80,0.00,51.11,0
25240,9,20,21,45,2.41,110.97,0.00,0.973,314.37,23.35,258.20,31.99,317.80,0.00,51.14,0
25241,9,20,22,0,2.41,160.26,0.00,0.964,309.84,23.26,263.13,31.88,317.00,0.00,51.05,0
25242,9,20,22,15,2.41,197.44,0.00,0.953,297.63,23.35,260.20,32.12,317.27,0.00,51.20,0
25243,9,20,22,30,2.42,247.59,0.00,0.954,292.88,23.30,263.20,32.24,332.27,0.00,51.67,0
25244,9,20,22,45,2.43,283.42,0.00,0.959,285.04,23.19,263.00,32.44,345.00,0.00,51.78,0
25245,9,20,23,0,2.45,304.83,0.00,0.961,288.87,23.34,261.67,32.55,339.73,0.00,51.91,0
25246,9,20,23,15,2.48,351.16,0.00,0.966,267.06,23.42,262.27,32.52,341.40,0.00,52.03,0
25247,9,20,23,30,2.51,352.85,0.00,0.970,256.41,22.69,260.07,32.69,340.87,0.00,52.12,0
25248,9,20,23,45,2.54,373.94,0.00,0.977,256.54,22.28,256.93,32.95,338.13,0.00,52.35,0
25249,9,21,0,0,2.58,377.86,0.00,0.992,370.01,22.11,258.73,32.77,340.87,0.00,52.23,0
25250,9,21,0,15,2.61,401.86,0.00,1.055,399.39,22.29,256.27,33.04,334.73,0.00,52.41,0
25251,9,21,0,30,2.65,413.73,0.00,1.095,397.11,22.21,254.47,33.16,314.80,0.00,52.34,0
25252,9,21,0,45,2.69,406.49,0.00,1.133,372.35,22.40,253.07,33.28,274.13,0.00,52.20,0
25253,9,21,1,0,2.73,410.45,0.00,1.195,388.89,22.24,253.27,33.24,274.93,0.00,52.10,0
25254,9,21,1,15,2.77,348.71,0.00,1.255,421.63,23.50,270.93,33.10,196.00,0.00,51.41,0
25255,9,21,1,30,2.80,350.55,0.00,1.284,430.90,24.32,280.53,32.91,193.93,0.00,51.18,0
25256,9,21,1,45,2.83,347.96,0.00,1.370,418.67,24.32,281.20,32.89,194.13,0.00,51.20,0
25257,9,21,2,0,2.86,348.23,0.00,1.419,432.35,24.27,277.93,33.12,194.40,0.00,51.50,0
25258,9,21,2,15,2.89,328.59,0.00,1.467,434.68,24.33,281.20,32.87,195.07,0.00,51.18,0
25259,9,21,2,30,2.92,323.21,0.00,1.532,440.76,24.24,279.47,33.01,194.73,0.00,51.36,0
25260,9,21,2,45,2.94,302.46,0.00,1.557,438.18,24.24,280.47,32.94,194.73,0.00,51.26,0
25261,9,21,3,0,2.97,260.81,0.00,1.586,462.71,24.23,279.87,32.95,195.60,0.00,51.32,0
25262,9,21,3,15,2.98,269.25,0.00,1.660,475.63,25.90,280.13,32.90,185.87,0.00,51.11,0
25263,9,21,3,30,3.01,268.61,0.00,1.720,463.29,26.86,277.13,33.10,165.87,0.00,51.18,0
25264,9,21,3,45,3.02,290.75,0.00,1.791,478.13,26.83,278.13,33.05,165.07,0.00,51.18,0
25265,9,21,4,0,3.05,248.69,0.00,1.847,506.92,26.67,279.07,32.93,166.87,0.00,50.82,0
25266,9,21,4,15,3.06,205.43,0.00,1.917,513.42,26.86,278.80,32.97,141.13,0.00,50.88,0
25267,9,21,4,30,3.07,159.24,0.00,1.994,481.55,26.90,279.87,32.83,81.60,0.00,50.68,0
25268,9,21,4,45,3.07,146.88,0.00,2.082,469.88,26.83,280.80,32.76,86.00,0.00,50.64,0
25269,9,21,5,0,3.08,130.41,0.00,2.143,489.41,26.81,281.13,32.69,114.87,0.00,50.95,0
25270,9,21,5,15,3.08,174.53,0.00,2.243,487.78,26.86,280.40,32.78,176.13,0.00,50.95,0
25271,9,21,5,30,3.08,181.19,0.00,2.306,486.73,26.88,278.87,32.86,176.40,0.00,50.99,0
25272,9,21,5,45,3.09,212.09,0.00,2.365,471.68,26.91,279.40,32.81,176.40,0.00,51.16,0
25273,9,21,6,0,3.09,177.07,0.00,2.441,464.49,26.71,279.60,32.79,177.53,0.00,51.05,0
25274,9,21,6,15,3.10,130.80,0.00,2.510,469.34,24.58,272.47,32.52,175.13,0.00,50.95,0
25275,9,21,6,30,3.09,87.93,0.00,2.583,472.85,24.45,260.40,32.47,175.53,0.00,50.86,0
25276,9,21,6,45,3.09,46.25,0.00,2.654,380.02,24.56,259.40,32.56,175.67,0.00,50.85,0
25277,9,21,7,0,3.08,17.17,7.47,2.681,337.03,23.80,263.53,32.29,178.33,0.00,50.73,0
25278,9,21,7,15,3.05,0.00,53.64,2.672,347.83,23.87,264.07,32.18,180.67,0.00,50.54,0
25279,9,21,7,30,3.02,0.00,56.67,2.670,357.11,23.73,262.60,32.21,179.60,0.00,50.43,0
25280,9,21,7,45,2.99,0.00,63.60,2.670,387.98,23.59,265.27,31.93,172.33,0.00,50.16,0
25281,9,21,8,0,2.96,0.00,136.83,2.670,416.11,23.76,257.87,31.46,119.40,0.00,49.64,0
25282,9,21,8,15,2.92,0.00,197.67,2.647,398.32,23.79,267.67,30.87,71.87,0.00,48.68,0
25283,9,21,8,30,2.87,0.00,217.60,2.607,421.84,23.74,266.00,31.00,13.93,0.00,48.80,0
25284,9,21,8,45,2.81,0.00,168.36,2.573,371.34,22.74,261.73,31.36,14.13,0.00,48.94,0
25285,9,21,9,0,2.77,0.00,168.21,2.535,398.13,22.24,261.07,31.37,12.80,0.00,49.17,0
25286,9,21,9,15,2.72,0.00,181.08,2.492,414.79,22.41,263.53,31.22,13.53,0.00,48.98,0
25287,9,21,9,30,2.67,0.00,198.21,2.454,374.68,22.27,265.60,31.01,13.20,0.00,48.84,0
25288,9,21,9,45,2.62,0.00,162.08,2.415,374.78,22.18,265.20,31.03,14.00,0.00,49.00,0
25289,9,21,10,0,2.58,0.00,197.53,2.366,369.86,22.35,260.87,30.81,13.40,0.00,48.76,0
25290,9,21,10,15,2.53,0.00,191.99,2.331,342.52,22.30,259.07,30.74,13.53,0.00,48.44,0
25291,9,21,10,30,2.48,0.00,206.05,2.295,328.51,22.29,258.07,30.84,13.80,0.00,48.39,0
