month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min,truth
12,10,1,0,2.22,284.63,0,1.493,409.13,23.88,245.6,32.59,211.87,0,50.95,32928,0
12,10,1,15,2.25,301.99,0,1.575,394.11,23.81,247.33,32.46,211.47,0,50.93,32929,0
12,10,1,30,2.29,291.67,0,1.657,384.44,23.76,247.2,32.49,210.93,0,51.01,32930,0
12,10,1,45,2.32,305.89,0,1.739,376.79,23.69,243.67,32.78,238,0,51.25,32931,0
12,10,2,0,2.35,332.55,0,1.823,379.16,23.69,240.4,33.04,262.13,0,51.76,32932,0
12,10,2,15,2.39,347.41,0,1.905,379.2,23.73,241.13,32.99,259.6,0,51.84,32933,0
12,10,2,30,2.43,345.15,0,1.986,384.42,23.76,239.13,33.16,259,0,51.93,32934,0
12,10,2,45,2.47,348.67,0,2.067,376.97,23.18,240.93,33.02,258.53,0,51.82,32935,0
12,10,3,0,2.52,336.42,0,2.145,363.99,22.21,241.4,32.99,259.8,0,51.82,32936,0
12,10,3,15,2.56,334.93,0,2.219,374.59,22.24,238.27,33.27,257.53,0,51.93,32937,0
12,10,3,30,2.6,352.15,0,2.299,366.71,22.24,238.27,33.32,257.27,0,52.2,32938,0
12,10,3,45,2.64,342.79,0,2.377,355.68,21.17,241.73,33.01,257.27,0,51.9,32939,0
12,10,4,0,2.68,330.33,0,2.455,361.46,21.17,241.47,33.03,260.93,0,51.82,32940,0
12,10,4,15,2.72,293.84,0,2.537,369.52,21.18,240.6,33.14,263,0,51.81,32941,0
12,10,4,30,2.76,307.67,0,2.615,366.9,21.14,240.07,33.16,256.13,0,51.96,32942,0
12,10,4,45,2.79,301.51,0,2.7,337.03,19.86,240.73,33.16,256.93,0,51.91,32943,0
12,10,5,0,2.83,322.23,0,2.759,275.32,17.26,240.47,33.18,285.07,0,52.31,32944,0
12,10,5,15,2.87,398.68,0,2.804,245.04,14.75,231.53,33.82,372.4,0,53.6,32945,0
12,10,5,30,2.91,407.85,0,2.843,244.15,15.63,231.67,33.87,396.07,0,54.27,32946,0
12,10,5,45,2.97,446.57,0,2.869,169.49,17.9,238.93,34.28,453.4,0,54.95,32947,0
12,10,6,0,3.02,439.19,0,2.848,71.91,19.65,240.53,34.26,462.73,0,55.11,32948,0
12,10,6,15,3.08,417.59,0,2.818,107.91,20.52,243.13,34.05,450.87,0,54.88,32949,0
12,10,6,30,3.13,380.5,0,2.811,174.48,21.11,245.53,33.88,441.73,0,54.61,32950,0
12,10,6,45,3.17,352.79,0,2.814,188.87,19.59,246.47,33.81,437.8,0,54.44,32951,0
12,10,7,0,3.22,205.82,0,2.806,177.87,19.27,255.67,33.12,329.87,0,52.69,32952,0
12,10,7,15,3.24,28.11,15.91,2.767,114.85,18.67,260.53,32.71,198,0,50.69,32953,0
12,10,7,30,3.23,0,42.77,2.721,133.77,18.61,260.53,32.73,186,0,51.07,32954,0
12,10,7,45,3.21,0,70.74,2.681,153.94,18.48,263.2,32.5,207.6,0,50.95,32955,0
12,10,8,0,3.19,0,115.8,2.639,199.46,18.46,275.13,32.32,202.8,0,51.09,32956,0
12,10,8,15,3.16,0,153.93,2.595,177.61,18.69,277.07,32.28,202.8,0,50.78,32957,0
12,10,8,30,3.13,0,149.95,2.551,172.21,18.71,277.73,32.19,207.33,0,50.77,32958,0
12,10,8,45,3.1,0,77.4,2.506,185.02,18.63,274.4,32.48,293.6,0,51.49,32959,0
12,10,9,0,3.08,0,101.19,2.46,192.47,18.58,274.6,32.46,294.07,0,51.53,32960,0
12,10,9,15,3.06,0,58.45,2.416,181.76,18.37,276.07,32.33,356.27,0,51.9,32961,0
12,10,9,30,3.03,0.05,20.99,2.371,191.48,18.82,273.27,32.52,385.87,0,52.33,32962,0
12,10,9,45,3.02,0.77,20.31,2.333,209.3,18.86,272.33,32.58,386.87,0,52.25,32963,0
12,10,10,0,3.01,0,32.3,2.295,183.98,18.4,263,32.55,388.53,0,52.14,32964,0
12,10,10,15,2.99,97.42,1.4,2.253,188.28,18.99,257.8,32.8,494.67,0,53.91,32965,0
12,10,10,30,2.99,121.39,0,2.214,196.37,19.18,260.27,32.62,507.07,0,53.81,32966,0
12,10,10,45,3,128.47,0,2.17,193.48,18.44,260.2,32.61,510.4,0,53.73,32967,0
12,10,11,0,3.01,133.81,0,2.127,177.91,17.78,256.33,32.84,503.6,0,53.93,32968,0
12,10,11,15,3.02,142.13,0,2.091,172.97,17.82,256.67,32.76,503.2,0,53.96,32969,0
12,10,11,30,3.03,101.37,0,2.049,175.28,17.44,245.13,32.76,488.4,0,53.73,32970,0
12,10,11,45,3.04,122.65,0,2.004,141.82,16.78,245.6,32.74,475.13,0,53.51,32971,0
12,10,12,0,3.04,115.7,0,1.935,94.36,17.32,244.27,32.77,478.8,0,53.54,32972,0
12,10,12,15,3.05,158.27,0,1.869,134.47,18.93,243.6,32.88,495.27,0,53.99,32973,0
12,10,12,30,3.07,157.21,0,1.819,163.83,19.71,244.13,32.81,502.73,0,53.93,32974,0
12,10,12,45,3.08,167.97,0,1.773,148.83,19.43,243,32.89,500.07,0,54.04,32975,0
12,10,13,0,3.09,165.81,0,1.721,116.21,18.72,244.33,32.84,500.8,0,53.97,32976,0
12,10,13,15,3.11,174.83,0,1.669,129.62,19.2,242.07,33.02,498.93,0,54.1,32977,0
12,10,13,30,3.12,184.08,0,1.622,127.09,19.25,243.13,32.92,501,0,54.12,32978,0
12,10,13,45,3.14,165.6,0,1.572,124.05,19.32,260.53,32.67,494.2,0,53.84,32979,0
12,10,14,0,3.15,203.46,0,1.521,126.96,19.24,265.2,33.18,486,0,54.07,32980,0
12,10,14,15,3.17,203.81,0,1.473,178.93,21,266.93,33.02,488.93,0,53.99,32981,0
12,10,14,30,3.19,206.13,0,1.455,226.57,21.57,266.13,33.05,468.47,0,53.67,32982,0
12,10,14,45,3.22,163.06,0,1.443,230.89,21.35,261.27,33.05,425.53,0,53.23,32983,0
12,10,15,0,3.23,138.07,16.11,1.423,232.12,21.65,254.93,33,347.87,0,52.29,32984,0
12,10,15,15,3.24,0,267.4,1.405,148.11,19.05,263.33,31.59,133.13,0,48.73,32985,0
12,10,15,30,3.19,0,291.87,1.385,155.57,20.2,260.8,31.46,154.53,0,48.69,32986,0
12,10,15,45,3.14,0,312.3,1.357,154.52,20.18,263.2,31.22,153.87,0,48.24,32987,0
12,10,16,0,3.08,0,296.53,1.327,154.31,20.4,259.2,31.16,153.2,0,48.34,32988,0
12,10,16,15,3.03,0,266.98,1.299,154.74,20.62,253,31.22,154.47,0,48.49,32989,0
12,10,16,30,2.98,0,273.64,1.272,155.03,20.52,249.87,31.46,154.07,0,48.48,32990,0
12,10,16,45,2.92,0,267.55,1.247,161.2,20.61,253.53,31.1,159.93,0,48.39,32991,0
12,10,17,0,2.87,0,348.27,1.227,186.09,20.51,256.2,30.6,185.13,0,47.59,32992,0
12,10,17,15,2.81,0,347.02,1.199,185.43,20.73,254.53,30.65,184.6,0,47.44,32993,0
12,10,17,30,2.75,0,358.13,1.181,208.35,21.4,256.07,30.29,206.87,0,47.1,32994,0
12,10,17,45,2.69,0,392.69,1.17,208.29,21.5,259,30.05,207.4,0,46.63,32995,0
12,10,18,0,2.62,0,377.65,1.162,208.48,21.28,258.4,30.1,207.2,0,46.48,32996,0
12,10,18,15,2.55,0,347.07,1.156,209.83,21.45,257.47,30.18,209.73,0,46.9,32997,0
12,10,18,30,2.49,0,344.47,1.147,211.66,21.2,254.6,30.39,209.33,0,47.16,32998,0
12,10,18,45,2.43,0,339.17,1.135,210.47,21.29,256.53,30.24,209.33,0,46.93,32999,0
12,10,19,0,2.37,0,331.36,1.117,209.48,21.45,257.73,30.13,208.4,0,46.85,33000,0
12,10,19,15,2.31,0,330.43,1.102,209.45,21.46,255.93,30.25,207.6,0,46.85,33001,0
12,10,19,30,2.25,0,340.04,1.103,209.59,21.4,259,30.05,207.67,0,46.82,33002,0
12,10,19,45,2.19,0,325.73,1.093,209.44,21.49,258.93,30.03,208.53,0,46.83,33003,0
12,10,20,0,2.13,0,348.37,1.08,208.08,21.37,261,29.86,207.6,0,46.37,33004,0
12,10,20,15,2.07,0,311.93,1.078,209.96,21.2,259.33,29.99,208.4,0,46.73,33005,0
12,10,20,30,2.01,0,306.72,1.076,209.06,21.35,258.8,30.08,208.07,0,46.66,33006,0
12,10,20,45,1.96,0,293.65,1.068,209.69,21.34,256.87,30.16,209.2,0,46.73,33007,0
12,10,21,0,1.9,0,290.95,1.058,209.92,21.29,257.2,30.16,208.27,0,46.85,33008,0
12,10,21,15,1.85,0,285.26,1.045,209.72,21.32,258.6,30.04,208.47,0,46.76,33009,0
12,10,21,30,1.79,186.35,51.12,1.024,160.69,20.22,245,31.77,284.6,0,51.03,33010,0
12,10,21,45,1.8,289.88,0,1,174.87,20.73,247.87,31.93,391.07,0,51.81,33011,0
12,10,22,0,1.83,308.35,0,0.977,165.58,20.82,246.2,32.05,390.93,0,51.98,33012,0
12,10,22,15,1.87,321.23,0,0.954,155.68,20.59,242.93,32.25,392.6,0,52.22,33013,0
12,10,22,30,1.9,339.36,0,0.932,158.28,20.84,241,32.45,391.33,0,52.48,33014,0
12,10,22,45,1.94,369.8,0,0.914,148.42,20.72,239.4,32.56,388.93,0,52.54,33015,0
12,10,23,0,1.98,342.25,0,0.927,309.03,22.07,241.47,32.47,355.07,0,51.93,33016,0
12,10,23,15,2.02,295.96,0,0.987,366.29,22.65,243.47,32.3,323.87,0,51.67,33017,0
12,10,23,30,2.05,320.5,0,1.058,391.26,22.59,241.13,32.5,321.67,0,51.78,33018,0
12,10,23,45,2.09,328.36,0,1.135,379.59,22.73,242.93,32.38,319.8,0,51.77,33019,0
12,11,0,0,2.13,346.73,0,1.213,386.09,22.69,238.87,32.69,317.93,0,51.92,33020,0
12,11,0,15,2.17,354.07,0,1.287,376.84,22.81,238,32.78,315.93,0,51.94,33021,0
12,11,0,30,2.21,360.62,0,1.365,372.36,22.68,235.27,32.98,313.47,0,52.16,33022,0
12,11,0,45,2.25,363.47,0,1.441,367.94,22.66,235.73,32.98,311.07,0,52.18,33023,0
12,11,1,0,2.3,305.41,0,1.516,370.69,22.67,242.47,32.49,242.6,0,51.09,33024,0
12,11,1,15,2.33,291.08,0,1.589,372.94,22.73,238.73,32.79,209.93,0,51.15,33025,0
12,11,1,30,2.36,283.33,0,1.665,366.27,22.76,240.4,32.65,211.47,0,51.13,33026,0
12,11,1,45,2.39,301.12,0,1.738,358.75,22.72,239.13,32.75,211.67,0,51.17,33027,0
12,11,2,0,2.43,285.88,0,1.815,355.29,22.73,241.8,32.56,214.8,0,51.1,33028,0
12,11,2,15,2.46,276.86,0,1.89,359.36,22.69,240.67,32.67,215.93,0,51.18,33029,0
12,11,2,30,2.5,352.14,0,1.964,353.73,22.76,233.07,33.27,258.2,0,52.15,33030,0
12,11,2,45,2.53,409.75,0,2.042,355.53,22.68,232,33.36,320.67,0,52.77,33031,0
12,11,3,0,2.58,403.42,0,2.117,347.12,22.68,228.73,33.58,320.53,0,52.86,33032,0
12,11,3,15,2.63,400.52,0,2.188,347.59,22.73,227.27,33.69,319.4,0,52.88,33033,0
12,11,3,30,2.68,403.35,0,2.265,350.93,22.61,228.8,33.63,319.07,0,52.9,33034,0
12,11,3,45,2.73,411.69,0,2.342,350.74,22.61,229.6,33.6,315.73,0,52.95,33035,0
12,11,4,0,2.78,406.01,0,2.419,358.42,22.71,239.2,33.61,314.33,0,52.94,33036,0
12,11,4,15,2.83,417.25,0,2.493,352.86,22.65,245.33,33.93,314.2,0,53.1,33037,0
12,11,4,30,2.88,404.99,0,2.567,363.66,22.72,245.33,33.93,315.67,0,53.13,33038,0
12,11,4,45,2.93,384.59,0,2.647,349.11,22.65,248.47,33.71,306.67,0,52.85,33039,0
12,11,5,0,2.98,346.17,0,2.721,359.15,22.76,249.07,33.64,259.33,0,52.35,33040,0
12,11,5,15,3.02,341.53,0,2.793,351.38,22.69,249.6,33.58,258.67,0,52.36,33041,0
12,11,5,30,3.06,330.68,0,2.869,352.09,22.69,249.07,33.62,260.8,0,52.36,33042,0
12,11,5,45,3.1,378.66,0,2.925,232.55,19.58,244.2,34.03,326.93,0,53.41,33043,0
12,11,6,0,3.14,406.83,0,2.921,100.97,19.74,240.67,34.12,373.53,0,53.97,33044,0
12,11,6,15,3.19,398.93,0,2.91,155,20.27,248.53,34.2,377.47,0,54.03,33045,0
12,11,6,30,3.24,396.17,0,2.91,172.27,21.18,249.47,34.2,380.27,0,54.08,33046,0
12,11,6,45,3.29,383.39,0,2.91,169.68,19.27,252,34.03,374.53,0,53.88,33047,0
12,11,7,0,3.34,357.2,0,2.899,94.95,19.1,252,34.03,372.87,0,53.68,33048,0
12,11,7,15,3.38,298.23,0,2.861,82.62,19.17,255.47,33.7,349.53,0,53.18,33049,0
12,11,7,30,3.42,238.91,0,2.824,99.44,19.11,258.2,33.52,315.93,0,52.7,33050,0
12,11,7,45,3.44,182.28,0,2.786,110.28,19.12,261.47,33.22,306.4,0,52.33,33051,0
12,11,8,0,3.46,122.63,0,2.739,138.64,19.07,264.73,33.1,307.4,0,52.31,33052,0
12,11,8,15,3.47,86.99,0,2.694,156.82,19.09,274.6,33.1,305.13,0,52.14,33053,0
12,11,8,30,3.47,106.87,0,2.649,170.54,19.03,273.93,33.18,355.87,0,52.8,33054,0
12,11,8,45,3.47,117.13,0,2.606,172.53,19.89,273.8,33.24,380,0,52.97,33055,0
12,11,9,0,3.47,75.81,0,2.571,178.07,18.56,272.67,33.22,381.53,0,52.95,33056,0
12,11,9,15,3.48,61.01,0,2.537,173.76,18.54,272.93,33.24,382.07,0,52.93,33057,0
12,11,9,30,3.47,76.25,0,2.495,165.09,18.63,275.27,33.02,383.73,0,52.71,33058,0
12,11,9,45,3.48,68.91,0,2.453,195.38,18.72,274.53,33.05,385.07,0,52.73,33059,0
12,11,10,0,3.47,145.79,0,2.416,186,19.27,268.8,33.24,477.27,0,54.18,33060,0
12,11,10,15,3.49,137.87,0,2.375,178.93,19.47,262.87,33.31,485.4,0,54.13,33061,0
12,11,10,30,3.5,113,0,2.332,167.2,19.22,260.47,33.21,471.33,0,53.9,33062,0
12,11,10,45,3.5,122.83,0,2.285,169.17,19.2,259,33.3,470.73,0,53.93,33063,0
12,11,11,0,3.51,132.91,0,2.243,167.22,19.01,259.53,33.26,467.4,0,53.96,33064,0
12,11,11,15,3.52,129.57,0,2.207,159.12,19.13,260.33,33.2,462.07,0,53.92,33065,0
12,11,11,30,3.53,132.4,0,2.168,148.67,19.08,258.07,33.27,465.53,0,53.9,33066,0
12,11,11,45,3.54,150.19,0,2.128,139.81,19.22,252.27,33.35,468.33,0,54.18,33067,0
12,11,12,0,3.55,148.54,0,2.088,150.44,18.94,253.07,33.29,470.27,0,54.01,33068,0
12,11,12,15,3.56,143.91,0,2.053,153.92,19.16,251.47,33.38,465.93,0,54.01,33069,0
12,11,12,30,3.57,170.53,0,2.015,143.99,19.07,250.47,33.45,456.4,0,53.97,33070,0
12,11,12,45,3.58,125.44,0,1.953,146.23,19.04,253.13,33.29,399.4,0,53.27,33071,0
12,11,13,0,3.59,63.27,0,1.913,142.82,19.01,251.47,33.37,315.27,0,52.56,33072,0
12,11,13,15,3.59,44.7,0.05,1.877,147.27,18.84,254.07,33.17,296.13,0,52.22,33073,0
12,11,13,30,3.59,53.92,0,1.845,140.71,18.76,251.47,33.38,282,0,52.33,33074,0
12,11,13,45,3.59,65.35,0,1.805,125.88,18.6,252.8,33.24,284.33,0,52.28,33075,0
12,11,14,0,3.59,31.93,3.23,1.764,124.77,18.73,252.93,33.22,284.27,0,52.31,33076,0
12,11,14,15,3.58,67.28,0,1.726,129.79,18.64,250.13,33.29,282.87,0,52.32,33077,0
12,11,14,30,3.58,92.41,0,1.684,123.52,18.56,247.87,33.31,283.47,0,52.25,33078,0
12,11,14,45,3.58,94.28,0,1.633,119.06,19.07,249.27,33.22,284.6,0,52.27,33079,0
12,11,15,0,3.59,96.64,30.39,1.591,111.23,18.8,253.73,32.94,222.67,0,50.74,33080,0
12,11,15,15,3.59,0,272.81,1.553,164.51,20.52,260.13,32.01,163.6,0,48.82,33081,0
12,11,15,30,3.54,0,267.28,1.526,165.62,20.51,259.67,32,164.53,0,48.99,33082,0
12,11,15,45,3.49,0,264.47,1.507,165.24,20.72,259.07,31.99,163.93,0,49.04,33083,0
12,11,16,0,3.44,0,269.29,1.493,165.5,20.75,255.73,31.85,164.27,0,49.12,33084,0
12,11,16,15,3.4,0,271.45,1.474,165.26,20.67,254.4,31.9,163.87,0,48.98,33085,0
12,11,16,30,3.34,0,280.23,1.456,165.71,20.64,256.4,31.75,164.8,0,48.86,33086,0
12,11,16,45,3.3,0,275.45,1.478,164.82,20.52,259.47,31.48,164.6,0,48.5,33087,0
12,11,17,0,3.25,0,293.92,1.489,163.89,20.86,260,31.48,163.4,0,48.46,33088,0
12,11,17,15,3.19,0,297.84,1.474,126.68,19.86,243.53,31.31,126.2,0,48.81,33089,0
12,11,17,30,3.14,0,291.07,1.449,133.51,18.56,242.87,31.27,133,0,48.59,33090,0
12,11,17,45,3.09,0,326.87,1.409,154.55,20.08,246.2,30.98,153.4,0,47.98,33091,0
12,11,18,0,3.03,0,305.81,1.373,155.16,20.39,244.67,31.14,154.73,0,48.3,33092,0
12,11,18,15,2.97,0,313.94,1.315,154.3,20.33,245.4,31.06,153.73,0,48.14,33093,0
12,11,18,30,2.92,0,349.82,1.265,153.21,20.37,249.53,30.72,152.07,0,47.71,33094,0
12,11,18,45,2.86,0,362.8,1.229,152.19,20.54,252,30.55,151.4,0,47.73,33095,0
12,11,19,0,2.79,0,350.75,1.205,153.45,20.2,251.6,30.56,152.73,0,47.76,33096,0
12,11,19,15,2.73,0,341.62,1.172,153.47,20.27,252.93,30.5,152.27,0,47.58,33097,0
12,11,19,30,2.67,0,357.29,1.144,152.71,20.38,253.8,30.24,152,0,47.51,33098,0
12,11,19,45,2.61,0,334.49,1.125,152.65,20.65,254.93,30.37,151.53,0,47.72,33099,0
12,11,20,0,2.55,123.89,21.13,1.079,146.15,19.8,229.73,32.31,371,0,52.93,33100,0
12,11,20,15,2.55,171.3,0,1.013,166.06,20.59,228.53,32.42,465.87,0,53.18,33101,0
12,11,20,30,2.57,191.17,0,0.995,164.62,20.67,230.47,32.32,464.67,0,53.24,33102,0
12,11,20,45,2.59,224.29,0,0.974,171.98,20.97,228,32.52,461.27,0,53.31,33103,0
12,11,21,0,2.61,243.17,0,0.966,187.59,21.14,224.07,32.84,462.47,0,53.35,33104,0
12,11,21,15,2.63,273.35,0,0.959,187,21.17,223.6,32.87,460.4,0,53.47,33105,0
12,11,21,30,2.66,306.08,0,0.957,188.54,21.04,219.87,33.12,454.27,0,53.7,33106,0
12,11,21,45,2.7,317.42,0,0.951,186.77,21.22,222.53,33.01,451.87,0,53.72,33107,0
12,11,22,0,2.73,344.09,0,0.95,188.86,21.22,216.67,33.37,445.67,0,53.93,33108,0
12,11,22,15,2.78,329.39,0,0.95,182.7,21.21,220.8,33.2,409.8,0,53.51,33109,0
12,11,22,30,2.82,268.27,0,0.95,175.99,21.14,226.4,32.8,340.67,0,52.48,33110,0
12,11,22,45,2.84,259.21,0,0.949,176.54,21.17,230.2,32.95,297.2,0,51.98,33111,0
12,11,23,0,2.87,302.22,0,0.976,333.77,23.1,260.73,33.2,294.4,0,52.18,33112,0
12,11,23,15,2.9,309.47,0,1.055,403.29,24.23,258.07,33.4,292.93,0,52.43,33113,0
12,11,23,30,2.94,332.68,0,1.135,393.9,24.27,257.33,33.45,290.73,0,52.42,33114,0
12,11,23,45,2.98,347.65,0,1.22,385.49,24.23,255.4,33.55,287.93,0,52.56,33115,0
12,12,0,0,3.02,314.75,0,1.333,397.75,24.18,256.2,33.47,288.73,0,52.48,33116,0
12,12,0,15,3.06,308.32,0,1.431,381.7,24.24,253.93,33.64,288.07,0,52.55,33117,0
12,12,0,30,3.09,305.26,0,1.528,383.18,24.26,256.47,33.48,279.13,0,52.41,33118,0
12,12,0,45,3.13,307.87,0,1.619,387.4,24.16,255.13,33.56,258.87,0,52.23,33119,0
12,12,1,0,3.16,287.57,0,1.701,397.53,24.27,257,33.38,258.73,0,52.18,33120,0
12,12,1,15,3.2,291.27,0,1.782,398.52,24.23,255.47,33.53,256.8,0,52.21,33121,0
12,12,1,30,3.23,300.69,0,1.867,381.94,24.2,253.87,33.63,255.73,0,52.3,33122,0
12,12,1,45,3.26,300.44,0,1.951,379.29,24.22,251.33,33.81,255.73,0,52.29,33123,0
12,12,2,0,3.3,255.79,0,2.035,383.24,24.26,254.87,33.52,240.53,0,51.94,33124,0
12,12,2,15,3.33,238.91,0,2.121,390.96,24.06,256.47,33.39,226.47,0,51.74,33125,0
12,12,2,30,3.35,270.1,0,2.211,389.2,24.29,257.07,33.41,218.93,0,52.09,33126,0
12,12,2,45,3.38,281.53,0,2.301,378.22,22.75,251.93,33.78,221.13,0,52.24,33127,0
12,12,3,0,3.41,259.59,0,2.389,359.26,20.67,255.13,33.52,221.8,0,52.05,33128,0
12,12,3,15,3.44,288.4,0,2.457,371.99,20.69,252.47,33.72,248.73,0,52.42,33129,0
12,12,3,30,3.47,291.9,0,2.545,357.86,20.69,250.33,33.88,251.8,0,52.69,33130,0
12,12,3,45,3.51,276.85,0,2.617,350.92,20.65,251.47,33.76,254.87,0,52.5,33131,0
12,12,4,0,3.54,273.68,0,2.695,358.88,20.46,252,33.72,260.73,0,52.48,33132,0
12,12,4,15,3.57,286.52,0,2.763,339.63,18.59,250.73,33.84,305.33,0,52.81,33133,0
12,12,4,30,3.6,306.18,0,2.824,342.7,18.53,247.33,34.08,300.93,0,53.16,33134,0
12,12,4,45,3.63,300.16,0,2.887,330.1,18.6,250.53,33.84,299.33,0,53.03,33135,0
12,12,5,0,3.67,290.81,0,2.937,287.18,16.53,250.4,34.09,329.93,0,53.44,33136,0
12,12,5,15,3.7,297.94,0,2.977,227.99,14.03,255.6,34.02,370.4,0,53.7,33137,0
12,12,5,30,3.74,285.45,0,3.009,235.03,14.07,254.73,34.05,369.87,0,53.72,33138,0
12,12,5,45,3.77,252.59,0,3.025,202.56,17.61,256.47,33.9,371.73,0,53.61,33139,0
12,12,6,0,3.8,178.91,0,3.019,203.81,20.6,262.6,33.45,375.73,0,53.25,33140,0
12,12,6,15,3.81,109.03,0,3.013,207.6,21.54,261.47,33.52,375.93,0,53.16,33141,0
12,12,6,30,3.82,66.07,76.97,3.008,187.74,19.05,268.53,32.88,296.67,0,52.1,33142,0
12,12,6,45,3.81,0,366.99,2.987,157.64,20.27,284.73,31.46,156.73,0,48.53,33143,0
12,12,7,0,3.75,0,397.77,2.96,157.97,20.11,287.07,31.17,156.53,0,48.13,33144,0
12,12,7,15,3.68,0,425.07,2.919,159.83,19.01,291.13,30.82,159.27,0,47.54,33145,0
12,12,7,30,3.61,0,417.98,2.881,158.21,19.62,291.67,30.72,157.67,0,47.68,33146,0
12,12,7,45,3.54,0,391.45,2.848,158.58,19.78,288.8,30.94,157.67,0,48.01,33147,0
12,12,8,0,3.47,0,380.87,2.818,158.8,19.74,286.8,31.09,158.13,0,47.88,33148,0
12,12,8,15,3.4,0,414.49,2.78,158.29,19.44,293.47,30.5,157.67,0,47.46,33149,0
12,12,8,30,3.33,0,382.91,2.749,157.6,20.07,291.4,30.66,156.93,0,47.88,33150,0
12,12,8,45,3.26,0,372.64,2.711,158.22,19.8,289.33,30.78,157.27,0,47.69,33151,0
12,12,9,0,3.2,0,396.02,2.658,157.79,19.62,293.27,30.37,157.27,0,47.35,33152,0
12,12,9,15,3.13,0,379.15,2.628,158.46,19.73,290,30.68,157.67,0,47.69,33153,0
12,12,9,30,3.06,0,387.63,2.599,157.16,19.76,292.8,30.43,156.8,0,47.36,33154,0
12,12,9,45,3,0,371.29,2.561,107.9,16.62,257.53,30.41,107.2,0,47.81,33155,0
12,12,10,0,2.93,0,368.72,2.513,95.84,18.44,257.53,30.4,94.6,0,47.72,33156,0
12,12,10,15,2.87,0,358.32,2.454,96.55,18.24,254.47,30.59,95.47,0,48.1,33157,0
12,12,10,30,2.8,0,324.21,2.403,96.27,18.69,252.47,30.77,94.93,0,48.39,33158,0
12,12,10,45,2.74,0,309.11,2.346,96.66,18.31,251,30.83,95.73,0,48.37,33159,0
12,12,11,0,2.69,0,290.95,2.295,101.8,19.03,249.6,30.84,81.47,0,48.5,33160,0
12,12,11,15,2.63,91.43,45,2.244,120.39,19.48,233.67,32.12,312.2,0,52.3,33161,0
12,12,11,30,2.63,152.62,0,2.196,125.79,19.8,229.73,32.44,433.87,0,52.82,33162,0
12,12,11,45,2.64,118.64,0,2.143,132.53,19.75,231.53,32.28,436,0,52.8,33163,0
12,12,12,0,2.64,156.69,0,2.102,163.03,20.76,230.2,32.46,453.4,0,53.14,33164,0
12,12,12,15,2.66,179.39,0,2.08,199,21.2,229.33,32.54,458.47,0,53.19,33165,0
12,12,12,30,2.68,182.53,0,2.069,201.04,21.1,232.93,32.36,457.47,0,53.22,33166,0
12,12,12,45,2.69,183.69,0,2.047,203.71,21.16,242,32.56,459.8,0,53.2,33167,0
12,12,13,0,2.71,176.22,0,2.035,203.2,21.32,243.73,32.51,455.8,0,53.22,33168,0
12,12,13,15,2.73,144.92,0,2.02,207.27,21.16,244.33,32.5,457.13,0,53.1,33169,0
12,12,13,30,2.74,140.57,0,2.002,205.07,21.16,243.8,32.52,458.73,0,53.02,33170,0
12,12,13,45,2.75,156.78,0,1.982,199.42,21.4,243.27,32.59,453.47,0,53.12,33171,0
12,12,14,0,2.76,150.51,0,1.965,192.21,21.06,245.2,32.44,456.47,0,53.05,33172,0
12,12,14,15,2.78,171.59,0,1.921,150.92,19.77,243.13,32.59,451.8,0,53.11,33173,0
12,12,14,30,2.79,198.83,0,1.878,144.5,19.68,243.13,32.65,450.27,0,53.35,33174,0
12,12,14,45,2.81,218.15,0,1.841,129.91,19.82,245,32.52,474.8,0,53.58,33175,0
12,12,15,0,2.83,266.5,0,1.803,134.02,19.67,238.73,33.02,482.8,0,53.97,33176,0
12,12,15,15,2.86,253.33,0,1.764,137.53,19.75,235.87,32.85,488.8,0,53.97,33177,0
12,12,15,30,2.89,281.69,0,1.727,122.56,19.78,232.27,33.1,486.8,0,54.19,33178,0
12,12,15,45,2.92,256.36,0,1.694,110.9,19.73,231.47,33.17,488.93,0,54.07,33179,0
12,12,16,0,2.95,154.46,0,1.663,109.64,19.63,240.27,32.55,491.4,0,53.85,33180,0
12,12,16,15,2.96,131.56,0,1.623,107.3,19.73,238.27,32.73,493,0,53.91,33181,0
12,12,16,30,2.97,13.07,252.45,1.585,112.82,19.24,260.6,30.99,176.2,0,48.41,33182,0
12,12,16,45,2.93,0,380.4,1.548,125.05,19.83,265.2,30.25,124.6,0,47.61,33183,0
12,12,17,0,2.86,0,333.91,1.521,127.03,19.52,257.93,30.71,125.67,0,48.01,33184,0
12,12,17,15,2.8,0,290.42,1.491,126.76,19.88,254.93,30.93,126,0,48.13,33185,0
12,12,17,30,2.75,0,292.19,1.459,126.54,20.12,255.13,30.9,125.73,0,48.31,33186,0
12,12,17,45,2.69,0,292.19,1.428,125.95,20.31,255.93,30.81,124.73,0,48.12,33187,0
12,12,18,0,2.64,0,335.65,1.402,126.26,19.73,261.67,30.37,124.8,0,47.71,33188,0
12,12,18,15,2.58,0,344.38,1.372,128.04,18.88,261.93,30.41,126.67,0,47.65,33189,0
12,12,18,30,2.52,0,338.4,1.33,126.25,19.62,262.67,30.33,124.8,0,47.56,33190,0
12,12,18,45,2.46,0,328.89,1.289,126.72,19.32,264.27,30.22,125.8,0,47.51,33191,0
