month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min,truth
8,21,9,15,3.69,72.29,0,2.599,501.64,27.05,438.67,33.71,140.8,78.68,51.24,22305,0
8,21,9,30,3.68,21.6,35.89,2.519,517.52,28.86,434,33.51,90.67,79.59,51.03,22306,0
8,21,9,45,3.67,0,100.55,2.437,529,28.85,425.07,33.06,15.07,77.87,50.14,22307,0
8,21,10,0,3.63,0,123.47,2.363,520.01,28.88,427.53,32.9,15.47,81.54,50.28,22308,0
8,21,10,15,3.6,0,148.73,2.294,519.54,26.94,427,32.88,15.33,75.73,50.11,22309,0
8,21,10,30,3.56,0,137.2,2.206,487.91,26.84,427.47,32.84,15.13,79.17,50.05,22310,0
8,21,10,45,3.52,0,139.83,2.123,487.47,26.86,431.33,32.68,14.73,71.42,49.64,22311,0
8,21,11,0,3.48,0,131.14,1.996,470.52,25.93,429.6,32.76,15.33,70.35,49.85,22312,0
8,21,11,15,3.45,0,153.31,1.943,455.5,25.85,430.27,32.7,15.67,75.06,49.94,22313,0
8,21,11,30,3.41,0,161.32,1.891,410.79,24.88,431.6,32.62,15.47,69.31,49.81,22314,0
8,21,11,45,3.37,0,162.18,1.767,410.75,25.27,430.6,32.64,14.93,75.07,49.91,22315,0
8,21,12,0,3.33,0,120.12,1.691,455.45,26.99,431.13,32.62,15.6,72.68,49.79,22316,0
8,21,12,15,3.29,0,105.37,1.605,440.15,26.89,427.87,32.8,16.4,79.65,49.9,22317,0
8,21,12,30,3.26,0,122.97,1.513,468.42,27.86,437.67,32.61,16.6,77.72,49.43,22318,0
8,21,12,45,3.22,0,59.84,1.485,465.9,27.92,433.6,32.83,82,79.05,50.2,22319,0
8,21,13,0,3.19,0,35.77,1.452,466.06,27.9,430.93,32.92,84.33,79.75,50.31,22320,0
8,21,13,15,3.17,0,45.1,1.409,492.92,28.49,432.4,32.85,77.4,79.27,50.22,22321,0
8,21,13,30,3.15,0,30.19,1.374,500.56,28.91,429.4,33.03,72.07,80.37,50.27,22322,0
8,21,13,45,3.13,0,20.64,1.331,549.08,30.86,428.07,32.89,75.8,76.08,50.25,22323,0
8,21,14,0,3.11,6.81,9.45,1.263,573.76,32.04,424.93,33.07,91.8,75.69,50.38,22324,0
8,21,14,15,3.09,8.97,31.59,1.251,637.58,34.5,427.13,32.95,45.6,76.25,49.9,22325,0
8,21,14,30,3.07,0,38.09,1.245,635.07,34.55,425.33,32.9,16.33,81.09,50.03,22326,0
8,21,14,45,3.05,0.24,29.85,1.225,636.06,34.49,423.8,32.88,17.07,78.41,50.11,22327,0
8,21,15,0,3.03,0,26.09,1.212,614.86,34.59,422.2,32.94,16.47,79.45,49.9,22328,0
8,21,15,15,3.01,6.51,7.96,1.213,621.8,34.45,422.47,33.01,16.73,78.84,50.36,22329,0
8,21,15,30,2.99,1.35,28.88,1.194,606.57,34.05,429.13,32.81,16.93,82.17,49.9,22330,0
8,21,15,45,2.97,21.71,5.3,1.181,589.98,33.92,428.47,32.87,17.07,80.83,50.04,22331,0
8,21,16,0,2.95,30.23,0,1.179,581.69,34.12,431.2,33.01,17.13,78.98,50.11,22332,0
8,21,16,15,2.94,43.59,0,1.182,580.04,34.05,429,33.09,17.27,79.07,50.2,22333,0
8,21,16,30,2.93,112.89,0,1.18,505.79,32.31,428.93,33.12,83.4,79.81,50.65,22334,0
8,21,16,45,2.92,172.45,0,1.184,491.18,30.4,430.33,33.04,159.07,79.08,50.69,22335,0
8,21,17,0,2.93,159.35,0,1.189,505.29,30.76,429.87,33.12,147.2,78.69,50.56,22336,0
8,21,17,15,2.94,153.88,0,1.157,497.83,30.95,429.07,33.07,146.67,81.02,50.62,22337,0
8,21,17,30,2.94,167.68,0,1.161,514.16,31.03,430.2,32.99,145.53,78.72,50.56,22338,0
8,21,17,45,2.94,155.05,0,1.172,530.68,30.98,427.93,33.07,145.6,80,50.6,22339,0
8,21,18,0,2.95,144.53,0,1.195,492.86,30.59,419.47,33.06,131.67,78.37,50.61,22340,0
8,21,18,15,2.94,142.45,0,1.192,484.66,29.48,418.53,33.1,150.6,81.78,50.74,22341,0
8,21,18,30,2.94,157.27,0,1.17,473.65,28.49,419.47,33.06,182.6,78.16,50.88,22342,0
8,21,18,45,2.94,167.87,0,1.153,499.9,29.83,420.67,33.01,197.07,81.17,50.84,22343,0
8,21,19,0,2.95,143.09,0,1.144,540.12,30.43,420.93,32.99,196.13,79.92,50.9,22344,0
8,21,19,15,2.95,152.77,0,1.122,562.98,32.73,421.27,32.98,194.33,81.06,50.88,22345,0
8,21,19,30,2.95,137.19,0,1.111,571.6,32.57,422.73,32.89,193.67,79.03,50.8,22346,0
8,21,19,45,2.95,122.11,0,1.08,569.62,32.19,421.13,32.93,192.6,84.1,50.67,22347,0
8,21,20,0,2.95,98.33,0.15,1.051,584.78,31.56,423.53,32.87,186.73,76.89,50.69,22348,0
8,21,20,15,2.94,7.71,34.39,0.967,610.93,31.88,429.8,32.49,79.27,80.03,50.03,22349,0
8,21,20,30,2.92,0,92.35,0.925,679.45,32.9,432.93,32.33,17.13,71.69,49.41,22350,0
8,21,20,45,2.89,0,70.41,0.882,646.21,33.06,432,32.38,16.87,73.78,49.54,22351,0
8,21,21,0,2.86,25.51,60.47,0.841,632.27,34.29,431.2,32.57,87.93,76.56,50.08,22352,0
8,21,21,15,2.84,161.88,0,0.806,627.59,34.5,441.2,32.98,292.93,75.41,51.37,22353,0
8,21,21,30,2.84,116.65,0,0.842,616.25,34.5,434.47,32.99,244.13,80.9,51.05,22354,0
8,21,21,45,2.84,210.74,0,0.852,656.96,34.44,437.4,33.12,234.07,23.48,51.21,22355,0
8,21,22,0,2.85,215.13,0,0.841,623.81,34.54,439.33,33.09,202.33,0.33,50.96,22356,0
8,21,22,15,2.86,246.59,0,0.835,588.99,31.97,436.53,33.27,201.33,0.09,51.07,22357,0
8,21,22,30,2.88,260.89,0,0.819,567.98,31.98,437.73,33.21,200.33,0,51.15,22358,0
8,21,22,45,2.91,278.21,0,0.821,543.84,31.19,434.73,33.39,230,0,51.46,22359,0
8,21,23,0,2.93,318.53,0,0.818,504.28,30.68,427.93,33.71,237.93,0,51.71,22360,0
8,21,23,15,2.97,355.81,0,0.829,514.12,29.93,426.67,33.79,248.87,0,51.93,22361,0
8,21,23,30,3,380.93,0,0.832,516.37,29.92,426.4,33.86,284.4,0,52.37,22362,0
8,21,23,45,3.04,419.61,0,0.835,495.99,30.01,418.53,34.3,298.33,0,52.83,22363,0
8,22,0,0,3.09,346.16,0,0.863,621.99,32.94,425.33,33.88,239.33,0,51.78,22364,0
8,22,0,15,3.12,291.86,0,0.933,648.98,34.67,430.13,33.65,199.93,0,51.48,22365,0
8,22,0,30,3.14,337.55,0,1.003,633.93,34.8,425,33.93,191.93,0,51.69,22366,0
8,22,0,45,3.18,372.79,0,1.079,619.73,34.8,420.8,34.17,186.87,0,51.97,22367,0
8,22,1,0,3.22,384.45,0,1.175,626.59,34.88,421.07,34.11,185.07,0,52.03,22368,0
8,22,1,15,3.26,432.42,0,1.263,604.91,34.77,412.27,34.63,234.73,0,52.73,22369,0
8,22,1,30,3.3,493.3,0,1.35,621.35,34.82,408.47,34.86,311.47,0,53.5,22370,0
8,22,1,45,3.36,487.51,0,1.452,621.42,34.79,407.73,34.94,309.27,0,53.59,22371,0
8,22,2,0,3.41,447.95,0,1.545,636.22,34.73,410.13,34.74,294.07,0,53.24,22372,0
8,22,2,15,3.46,420.14,0,1.622,607.51,34.73,412.93,34.66,262.27,0,52.85,22373,0
8,22,2,30,3.51,437.16,0,1.727,592.76,34.84,409.67,34.82,259.8,0,53.07,22374,0
8,22,2,45,3.55,416.28,0,1.817,581.21,34.8,412.4,34.72,249.13,0,52.79,22375,0
8,22,3,0,3.6,369.51,0,1.897,598.62,34.8,414.33,34.56,248.67,0,52.58,22376,0
8,22,3,15,3.64,368.64,0,1.968,596.62,34.8,417.53,34.47,245.13,0,52.59,22377,0
8,22,3,30,3.68,401.33,0,2.036,603.12,34.84,411.67,34.75,242.27,0,52.91,22378,0
8,22,3,45,3.72,425.24,0,2.106,575.86,34.8,411,35,240.53,0,53.11,22379,0
8,22,4,0,3.77,380.53,0,2.189,616.12,34.8,424.8,34.54,245,0,52.76,22380,0
8,22,4,15,3.8,383.77,0,2.276,588.88,34.84,422.8,34.67,245.2,0,52.78,22381,0
8,22,4,30,3.84,267.33,0,2.399,585.43,34.03,432.27,34.11,103.8,0,51.67,22382,0
8,22,4,45,3.86,246.48,0,2.472,523.86,29.2,430.07,34.24,101.47,0,51.75,22383,0
8,22,5,0,3.88,185.47,0,2.556,554.96,28.89,434.2,34.01,105.13,0,51.52,22384,0
8,22,5,15,3.9,137.69,0,2.607,530.93,29.6,434.6,33.98,105.13,0,51.5,22385,0
8,22,5,30,3.9,187.85,0,2.668,523.65,30.5,430.93,34.17,103.07,0,51.65,22386,0
8,22,5,45,3.91,205.83,0,2.733,540.83,30.9,431.07,34.15,103,0,51.68,22387,0
8,22,6,0,3.93,188.95,0,2.811,575.76,30.66,431.8,34.1,113.6,0,51.76,22388,0
8,22,6,15,3.94,204.86,0,2.875,597.4,30.27,432.2,34.1,146.47,0,51.84,22389,0
8,22,6,30,3.95,187.16,0,2.921,613.01,30.18,431.93,34.08,146.2,0,51.83,22390,0
8,22,6,45,3.96,178.67,0,2.978,526.19,27.01,432.6,34.06,146.33,0,51.82,22391,0
8,22,7,0,3.97,145.01,0,2.992,485.69,27.78,434.73,33.97,148.53,0,51.72,22392,0
8,22,7,15,3.98,103.59,0,2.993,511.23,28.92,433.93,33.99,109.13,0,51.48,22393,0
8,22,7,30,3.98,67.69,0,2.971,577.19,30.64,436.13,33.86,99.93,0,51.48,22394,0
8,22,7,45,3.97,50.31,0,2.932,618.85,29.93,433.73,33.97,99.4,0,51.47,22395,0
8,22,8,0,3.96,40.99,5.11,2.875,635.31,28.37,431.93,33.83,84.8,0,51.41,22396,0
8,22,8,15,3.96,0,142.64,2.775,664.49,31.36,444.2,33.25,107.6,0,50.1,22397,0
8,22,8,30,3.92,0,173.93,2.687,686.15,32.1,446.2,33.18,141.4,0,49.97,22398,0
8,22,8,45,3.88,0,217.39,2.576,736.06,34.2,451.47,32.82,132.07,38.07,49.35,22399,0
8,22,9,0,3.83,0,240.01,2.464,750.88,35,455.33,32.63,128.73,74.2,49.3,22400,0
8,22,9,15,3.78,0,264.39,2.357,724.26,35.07,458.33,32.43,127.13,66.82,49.02,22401,0
8,22,9,30,3.73,0,263.61,2.259,698.54,35.04,458.07,32.37,126.73,69.43,48.74,22402,0
8,22,9,45,3.67,0,241.12,2.172,695.71,34.96,458.13,32.37,127.8,77.99,48.97,22403,0
8,22,10,0,3.62,0,248.96,2.102,687.6,35.07,459.53,32.24,127.27,73.67,49.06,22404,0
8,22,10,15,3.57,0,234.91,2.043,678.46,35.04,456,32.46,95.4,76.7,49.28,22405,0
8,22,10,30,3.52,0,235.24,1.991,665.48,34.99,458.07,32.33,81,64.26,49.15,22406,0
8,22,10,45,3.47,0,228.16,1.939,662.58,35.01,456,32.39,80.93,70.51,49.31,22407,0
8,22,11,0,3.42,0,173.07,1.901,650.02,35.02,452.2,32.6,42.73,74.79,49.72,22408,0
8,22,11,15,3.38,0,147.53,1.848,659.68,34.94,449,32.76,14.33,78.22,49.8,22409,0
8,22,11,30,3.34,0,135.11,1.837,627.27,35.03,449.87,32.7,14.13,79.06,49.75,22410,0
8,22,11,45,3.31,0,117.43,1.835,626.84,35.05,448.13,32.78,14.27,79.8,49.81,22411,0
8,22,12,0,3.27,0,159.87,1.833,614.12,35.05,452.93,32.47,14.93,69.45,49.53,22412,0
8,22,12,15,3.24,0,129.09,1.827,605.54,35.01,449,32.72,14.87,74.06,49.84,22413,0
8,22,12,30,3.2,0,112.57,1.823,588.49,35.11,447.8,32.75,14.73,76.73,49.78,22414,0
8,22,12,45,3.17,6.95,90.43,1.823,543.69,33.29,447.27,32.84,45.27,74.64,50.2,22415,0
8,22,13,0,3.14,35.93,0.39,1.821,527.24,28.91,438.6,33.24,171.2,78.59,50.78,22416,0
8,22,13,15,3.13,6.65,56.71,1.809,466.01,28.9,391.47,32.78,173.07,75.8,50.5,22417,0
8,22,13,30,3.11,0,34.28,1.78,475.57,28.96,376.6,32.87,171.4,80.38,50.71,22418,0
8,22,13,45,3.09,0.87,28.16,1.753,502.31,28.83,378.93,32.8,171.33,77.9,50.76,22419,0
8,22,14,0,3.07,0,21.75,1.719,526.03,28.88,379.2,32.84,171.4,76.36,50.82,22420,0
8,22,14,15,3.05,0.77,32.41,1.687,534.21,28.92,382.07,32.74,171.87,78.09,50.61,22421,0
8,22,14,30,3.03,0.63,26.51,1.654,520.68,28.9,382.93,32.73,171.67,78.6,50.63,22422,0
8,22,14,45,3.01,2.17,26.81,1.621,532.19,29.04,385.13,32.68,171.33,78.69,50.57,22423,0
8,22,15,0,2.99,9.31,3.71,1.591,517.42,28.9,381.87,32.85,170.8,76.75,50.68,22424,0
8,22,15,15,2.98,12.29,3.14,1.56,502.45,28.85,384.4,32.75,170.6,77.14,50.63,22425,0
8,22,15,30,2.97,38.39,0.05,1.529,496.08,28.92,382.4,32.92,170.2,77.64,50.69,22426,0
8,22,15,45,2.96,57.83,1.64,1.494,457.38,27.97,417.4,33.07,169.2,81.68,50.62,22427,0
8,22,16,0,2.94,78.27,0,1.452,442.81,27.95,419.13,33.05,170,78.42,50.75,22428,0
8,22,16,15,2.94,110.43,0,1.422,430.25,27.92,419.87,32.99,172.27,77.96,50.69,22429,0
8,22,16,30,2.95,111.61,0,1.409,431.69,27.82,426.13,32.94,172.27,80.95,50.74,22430,0
8,22,16,45,2.95,142.12,0,1.395,402.93,27.86,446.67,33.24,173.13,78.29,50.83,22431,0
8,22,17,0,2.96,113.83,0,1.351,396.54,27.87,448.67,33.14,172.6,78.55,50.78,22432,0
8,22,17,15,2.96,114.73,0,1.345,427.05,27.87,448.2,33.13,200.87,79.23,51.01,22433,0
8,22,17,30,2.96,158.39,0,1.341,418.36,27.97,446.87,33.19,216.87,80.07,50.99,22434,0
8,22,17,45,2.97,142.27,0,1.32,408.45,27.93,448.8,33.07,217.27,78.8,50.9,22435,0
8,22,18,0,2.98,131.07,0,1.303,438.92,27.84,447.4,33.19,217.67,79.85,50.95,22436,0
8,22,18,15,2.98,122.35,0,1.294,426.56,27.92,446.53,33.17,216.8,79.64,50.99,22437,0
8,22,18,30,2.98,114.57,0,1.283,437,27.91,445.6,33.17,217.93,79.57,50.89,22438,0
8,22,18,45,2.98,144.15,0,1.243,429.02,27.94,445.47,33.19,217.27,78.06,51.11,22439,0
8,22,19,0,2.99,130.26,0,1.222,448.5,27.86,445.53,33.2,216.93,78.72,51.09,22440,0
8,22,19,15,2.99,131.47,0,1.19,471.86,27.86,446.33,33.12,216.8,79.27,51.01,22441,0
8,22,19,30,3,142.03,0,1.169,463.92,27.93,444.27,33.24,215.27,80.84,51.19,22442,0
8,22,19,45,3,114.69,0,1.117,460.96,27.96,446.93,33.08,216.53,79.24,51.07,22443,0
8,22,20,0,3.01,79.92,0,1.091,485.19,27.87,445.67,33.13,217.07,78.03,51.08,22444,0
8,22,20,15,3,106.77,0,1.051,558.01,27.86,448.53,32.97,216.13,78.05,50.88,22445,0
8,22,20,30,3,66.18,0.77,0.995,533.27,27.98,446.13,33.07,204.47,76.8,50.94,22446,0
8,22,20,45,3,11.76,2.12,0.927,528.05,27.84,446.73,33.06,132.4,77.87,50.61,22447,0
8,22,21,0,2.98,7.48,8.77,0.853,521.6,27.8,446.93,32.99,133.13,75.94,50.4,22448,0
8,22,21,15,2.97,0,18.99,0.777,524.24,28.05,448.6,32.92,132.67,78.45,50.44,22449,0
8,22,21,30,2.95,2.55,19.24,0.715,527.38,29.44,443.07,32.98,114.47,78.85,50.34,22450,0
8,22,21,45,2.93,52.46,0.14,0.657,553.65,29.43,446.27,32.98,112.4,25.29,50.53,22451,0
8,22,22,0,2.93,103.59,0,0.603,548.03,29.49,444.27,33.08,113.47,0.34,50.63,22452,0
8,22,22,15,2.93,144.69,0,0.57,526.26,29.5,445.33,33.06,113.13,0.1,50.52,22453,0
8,22,22,30,2.93,114.77,0,0.541,499.1,29.48,444.33,33.1,112.87,0,50.65,22454,0
8,22,22,45,2.93,160.45,0,0.513,519.83,29.43,443.8,33.17,113,0,50.75,22455,0
8,22,23,0,2.94,163.68,0,0.502,502.86,29.39,441.93,33.14,126.73,0,50.71,22456,0
8,22,23,15,2.95,252.79,0,0.522,477.03,29.46,437.13,33.45,172.53,0,51.14,22457,0
8,22,23,30,2.97,279.03,0,0.529,481.07,29.36,437.87,33.44,172.4,0,51.28,22458,0
8,22,23,45,2.99,326.15,0,0.534,445.62,28.77,430.93,33.82,208.47,0,51.68,22459,0
8,23,0,0,3.02,340.47,0,0.55,565.55,28.3,430.67,33.8,206.8,0,51.63,22460,0
8,23,0,15,3.06,353.77,0,0.59,555.79,28.9,428.27,33.97,206.47,0,51.8,22461,0
8,23,0,30,3.09,344.42,0,0.64,573.67,29.42,430.2,33.89,164.67,0,51.58,22462,0
8,23,0,45,3.13,334.87,0,0.659,595.07,29.69,427,34.03,117.53,0,51.46,22463,0
8,23,1,0,3.16,333.43,0,0.728,579.03,30.44,428.2,33.96,114.6,0,51.49,22464,0
8,23,1,15,3.19,355.05,0,0.788,587,30.67,425.47,34.14,112.93,0,51.63,22465,0
8,23,1,30,3.23,301.13,0,0.87,597.72,31.16,431.73,33.81,66.93,0,50.91,22466,0
8,23,1,45,3.26,282.31,0,0.949,594.68,31.69,431.33,33.87,15.47,0,51.05,22467,0
8,23,2,0,3.28,264.38,0,1.028,584.74,31.84,427.93,34,15.53,0,51.35,22468,0
8,23,2,15,3.31,270.45,0,1.079,566.08,32.42,431.27,33.82,15,0,51.25,22469,0
8,23,2,30,3.33,263.79,0,1.153,575.68,33.63,431.07,33.85,15.4,0,51.12,22470,0
8,23,2,45,3.35,241.91,0,1.227,593.37,34.76,432.4,33.78,15.2,0,51.03,22471,0
8,23,3,0,3.37,246.09,0,1.339,593.17,34.67,433.4,33.71,15.47,0,51.04,22472,0
8,23,3,15,3.39,225.16,0,1.421,589.45,34.86,433.8,33.7,15.73,0,51.14,22473,0
8,23,3,30,3.41,278.11,0,1.491,577.89,35,427.87,34.02,55.8,0,51.36,22474,0
8,23,3,45,3.43,315.69,0,1.591,559.93,35.02,426.13,34.14,77.07,0,51.54,22475,0
8,23,4,0,3.47,305.45,0,1.731,581.28,35.01,424.73,34.17,77.4,0,51.55,22476,0
8,23,4,15,3.49,299.68,0,1.854,585.65,34.9,425.6,34.16,75.4,0,51.56,22477,0
8,23,4,30,3.52,308,0,1.961,587.41,35.01,427.27,34.1,67.6,0,51.61,22478,0
8,23,4,45,3.55,297.03,0,2.068,584.18,34.71,427.73,34.06,71.07,0,51.54,22479,0
8,23,5,0,3.58,261.91,0,2.168,608.1,34.27,428.53,34.05,76.67,0,51.44,22480,0
8,23,5,15,3.6,210.36,0,2.259,600.47,34.47,432.27,33.83,85,0,51.26,22481,0
8,23,5,30,3.61,232.12,0,2.341,584.51,34.47,429.8,33.97,69.13,0,51.38,22482,0
8,23,5,45,3.63,260.27,0,2.436,561.51,34.52,428.73,34.04,52.6,0,51.5,22483,0
8,23,6,0,3.65,240.31,0,2.529,595.72,34.24,430.07,33.95,72.07,0,51.4,22484,0
8,23,6,15,3.67,227.73,0,2.621,572.65,31.56,429.73,33.99,71.47,0,51.43,22485,0
8,23,6,30,3.69,208.27,0,2.699,565.66,32.31,428.33,34.05,71.87,0,51.39,22486,0
8,23,6,45,3.71,221.21,0,2.766,463.51,27.95,430.73,33.94,114.87,0,51.55,22487,0
8,23,7,0,3.72,244.36,0,2.773,425.35,26.3,427.47,34.1,174.8,0,51.8,22488,0
8,23,7,15,3.75,222.23,0,2.763,453.96,27.14,429.2,34.02,175.07,0,51.8,22489,0
8,23,7,30,3.76,161.07,0,2.75,549.49,30.8,432.07,33.87,175.8,0,51.58,22490,0
8,23,7,45,3.77,166.05,0,2.734,585.2,30.88,432.6,33.82,151.27,0,51.42,22491,0
8,23,8,0,3.78,4.63,64.47,2.689,616.53,30.96,436.87,33.39,73.53,0,50.33,22492,0
8,23,8,15,3.75,0,95.59,2.639,677.45,32.08,441.53,33.35,101.2,0,50.33,22493,0
8,23,8,30,3.73,0,104.26,2.567,698.73,33,440.6,33.37,99.47,0,50.5,22494,0
8,23,8,45,3.7,0,159.34,2.494,708.23,32.98,447.67,32.97,97.6,42.3,49.81,22495,0
8,23,9,0,3.66,0,187.49,2.419,676.1,32.99,450.87,32.72,96.53,77.08,49.48,22496,0
8,23,9,15,3.61,0,195.45,2.343,669.32,33.57,452.8,32.61,94.93,76.39,49.38,22497,0
8,23,9,30,3.57,0,133.93,2.268,715.45,35.33,422.2,32.88,57,77.4,50.19,22498,0
8,23,9,45,3.53,0,163.19,2.201,700.62,35.36,408.27,32.69,54.87,77.5,50.07,22499,0
8,23,10,0,3.49,0,170.08,2.149,707.75,35.39,410.2,32.59,56,69.71,49.86,22500,0
8,23,10,15,3.45,0,152.63,2.109,693.71,35.35,408.13,32.76,53.6,78.83,50.07,22501,0
8,23,10,30,3.42,0,140.91,2.065,696.27,35.39,407.33,32.8,52.53,73.41,50.01,22502,0
8,23,10,45,3.38,0,153.93,2.025,679.59,35.35,411.73,32.6,61.07,73.29,49.8,22503,0
8,23,11,0,3.34,0,226.37,1.994,657.49,35.38,421.27,32.1,87.73,74.79,48.9,22504,0
8,23,11,15,3.29,0,233.9,1.975,656.81,35.27,422.67,32.04,88.33,62.26,48.86,22505,0
8,23,11,30,3.24,0,234.95,1.957,634.86,35.39,424,31.96,88.8,69.85,48.94,22506,0
8,23,11,45,3.19,0,170.77,1.95,626.95,35.33,416.73,32.38,85.53,74.74,49.46,22507,0
8,23,12,0,3.15,0,51.22,1.95,609.39,35.35,409.2,32.71,137.53,79.42,50.17,22508,0
8,23,12,15,3.13,0,43.98,1.945,537.27,32.93,403.73,32.86,131.13,76.36,50.38,22509,0
8,23,12,30,3.11,0,35.82,1.946,504.45,29.89,403.87,32.91,121.13,73.15,50.48,22510,0
8,23,12,45,3.09,0,48.16,1.937,477.82,29.88,407.07,32.8,122.67,79.53,50.41,22511,0
8,23,13,0,3.07,0,71.1,1.939,494.46,29.95,408.27,32.71,126.13,79.22,50.29,22512,0
8,23,13,15,3.04,0,41.08,1.928,491.49,29.95,406.13,32.83,124.2,80.39,50.39,22513,0
8,23,13,30,3.02,0,25.17,1.899,531.87,29.94,405.6,32.88,123.6,80.29,50.38,22514,0
8,23,13,45,3,0,23.24,1.857,557.11,29.93,407.87,32.78,122.93,73.72,50.35,22515,0
8,23,14,0,2.98,0,44.13,1.817,533.92,29.97,412.2,32.58,125.87,79.69,50.02,22516,0
8,23,14,15,2.96,0,38.53,1.788,566.68,29.87,408.87,32.71,123,72.51,50.27,22517,0
8,23,14,30,2.93,0,38.05,1.639,553.35,30.87,410.73,32.6,126.2,80.13,50.29,22518,0
8,23,14,45,2.91,0.19,23.29,1.711,539.9,31.01,406.27,32.88,126.87,75.16,50.17,22519,0
8,23,15,0,2.89,3.42,8.49,1.789,544.34,30.93,408.93,32.72,126.6,81.18,50.21,22520,0
8,23,15,15,2.87,7.77,12.83,1.752,543.51,30.98,410,32.71,127.33,74.05,50.29,22521,0
8,23,15,30,2.85,25.65,2.46,1.705,527.42,31.05,408.73,32.82,126.27,79.09,50.38,22522,0
8,23,15,45,2.84,14.95,2.89,1.734,528.21,30.99,409.6,32.78,126.8,81.14,50.5,22523,0
8,23,16,0,2.83,124.67,0,1.729,462.12,29.57,407.47,32.93,208.07,81.96,50.92,22524,0
8,23,16,15,2.83,135.55,0,1.665,455.22,29.03,409.67,32.83,220.2,79.07,50.69,22525,0
8,23,16,30,2.83,142.95,0,1.649,457.14,28.99,407.93,32.85,217.93,79.48,50.76,22526,0
8,23,16,45,2.84,137.63,0,1.634,441.61,28.88,408.67,32.88,219.27,79.66,50.82,22527,0
8,23,17,0,2.84,112.61,0,1.603,437.48,28.92,409.8,32.84,219.2,77.37,50.82,22528,0
8,23,17,15,2.84,94.13,0,1.591,430.1,28.92,409.13,32.87,220.2,81.02,50.93,22529,0
8,23,17,30,2.84,87.63,0,1.595,461.39,28.88,407.73,32.86,220.27,77.7,50.88,22530,0
8,23,17,45,2.84,120.13,0,1.611,462.22,28.94,407,32.91,221.47,77.03,50.99,22531,0
8,23,18,0,2.84,99.33,0,1.598,461.47,28.88,407.93,32.94,220.07,79.67,50.86,22532,0
8,23,18,15,2.83,73.12,0,1.581,477.72,28.84,409.87,32.83,220.07,76.61,50.84,22533,0
8,23,18,30,2.83,92.74,0,1.551,470.87,28.97,409.27,32.84,221.2,80.2,50.86,22534,0
8,23,18,45,2.83,95.58,0,1.556,457.71,28.94,407.8,32.92,221.2,77.67,50.81,22535,0
8,23,19,0,2.83,52.43,0.48,1.542,480.8,28.98,409.87,32.88,221.73,75.55,50.74,22536,0
8,23,19,15,2.82,63.37,0,1.518,483,28.95,411.73,32.71,221.13,80.77,50.75,22537,0
8,23,19,30,2.81,34.28,1.74,1.483,479.63,28.22,410.33,32.82,220.53,73.51,50.79,22538,0
8,23,19,45,2.8,62.01,0,1.437,503.54,27.79,411.13,32.76,220.47,75.9,50.75,22539,0
8,23,20,0,2.8,48.03,1.88,1.373,519.68,27.63,421,32.63,206.33,75.16,50.31,22540,0
8,23,20,15,2.79,0.43,16.25,1.308,537.85,27.39,433.53,32.74,106.93,73.77,50.16,22541,0
8,23,20,30,2.77,0,46.58,1.266,530.73,27.46,437.67,32.51,108.2,73.55,49.95,22542,0
8,23,20,45,2.74,0,75.81,1.159,498.99,27.35,440.47,32.32,112.13,66.85,49.78,22543,0
8,23,21,0,2.72,36.8,8.83,1.079,511.56,28.18,431.93,32.78,189,69.06,50.65,22544,0
8,23,21,15,2.7,42.63,0,1.018,534.22,28.8,431.73,32.8,200.53,69.97,50.82,22545,0
8,23,21,30,2.7,53.25,0,0.957,522.6,28.88,429.13,32.71,201.93,76.49,50.57,22546,0
8,23,21,45,2.69,114.69,0,0.9,533.8,29.08,431.53,32.82,190.2,19.99,50.71,22547,0
8,23,22,0,2.69,96.06,0,0.876,554.95,30.03,429.33,32.85,129.2,0.32,50.44,22548,0
8,23,22,15,2.69,90.96,0,0.853,536.96,29.94,430.93,32.78,127.67,0.09,50.32,22549,0
8,23,22,30,2.68,110.19,0,0.809,534.55,29.98,432,32.7,129.33,0,50.3,22550,0
8,23,22,45,2.68,159.53,0,0.799,520.41,29.5,429.27,32.86,127.93,0,50.5,22551,0
8,23,23,0,2.69,188.45,0,0.787,492.12,29.5,427.53,32.9,128.87,0,50.52,22552,0
8,23,23,15,2.7,201.24,0,0.783,475.35,29.5,428.4,32.87,128.33,0,50.48,22553,0
8,23,23,30,2.71,229.79,0,0.794,471.4,29.48,424.87,33.05,127.67,0,50.63,22554,0
8,23,23,45,2.73,235.93,0,0.808,459.05,29.44,424.27,33.1,130.07,0,50.53,22555,0
8,24,0,0,2.75,267.08,0,0.823,595.54,29.62,422,33.18,127.07,0,50.63,22556,0
8,24,0,15,2.77,276.34,0,0.84,606.13,30.44,419.93,33.33,126.13,0,50.74,22557,0
8,24,0,30,2.8,287.17,0,0.839,604.67,30.63,418.2,33.39,123.33,0,50.8,22558,0
8,24,0,45,2.82,302.08,0,0.892,579.32,31.33,417.93,33.46,122.33,0,50.86,22559,0
8,24,1,0,2.85,236.97,0,0.972,594.73,31.46,421.07,33.22,31.53,0,50.52,22560,0
